route_band,cabin,pax_count,region,origin_region,total_duration,booking_month,stop_type,airline,total_legs,booking_dayofweek,lead_time_days,loyalty_members,destination,origin_city,city,home_region,booking_year,trip_type,payment_method,origin,nationality,airline_name,gender
1,2,1,8,5,202,10,1,43,1,4,25,1,66,55,62,8,2020,1,0,54,22,45,1
1,1,4,8,5,502,8,1,27,2,4,84,0,20,41,19,5,2024,2,1,46,2,30,0
2,3,2,5,5,126,4,0,55,1,6,39,0,55,41,50,5,2023,1,3,46,28,55,0
3,1,1,3,5,1073,6,1,27,2,5,40,1,67,41,67,5,2022,2,5,46,9,30,0
2,1,1,8,8,122,1,1,43,1,2,58,1,48,70,43,8,2025,1,5,73,14,45,0
1,1,1,8,5,533,1,1,49,2,0,16,0,14,41,54,8,2025,2,5,46,2,53,1
2,1,4,5,5,193,4,1,45,2,5,51,2,55,41,50,5,2023,2,1,46,28,42,0
1,0,2,8,5,445,7,1,20,2,5,52,0,58,41,53,5,2025,2,0,46,34,21,1
3,1,2,2,5,1770,8,0,17,2,5,27,1,56,41,51,5,2024,2,2,46,31,19,1
1,3,3,8,5,270,6,1,8,1,1,64,0,22,47,22,8,2025,1,3,7,30,9,0
1,1,3,8,5,513,7,0,49,2,5,69,0,12,41,13,8,2025,0,1,46,25,53,1
0,3,3,6,8,680,2,1,32,2,4,35,0,34,62,29,6,2019,2,3,66,34,15,0
0,0,2,7,5,612,6,1,13,2,6,50,0,57,41,49,5,2025,2,4,46,36,16,0
1,1,4,8,5,451,8,1,49,2,3,56,1,12,41,13,8,2023,2,3,46,30,53,0
1,0,1,8,5,226,11,1,37,1,4,42,1,66,41,62,8,2023,1,1,46,2,35,0
1,1,1,6,5,187,7,0,17,1,3,10,0,74,41,69,5,2024,1,3,46,16,19,1
0,1,1,7,5,917,4,0,20,2,6,14,0,11,47,8,5,2023,0,3,7,31,21,0
1,1,3,8,5,188,10,0,43,1,0,63,0,35,63,30,8,2016,1,5,68,31,45,0
3,0,4,3,5,437,1,1,18,1,4,20,1,67,0,67,5,2019,1,0,6,2,1,1
1,1,2,6,5,343,11,0,18,2,0,97,1,34,47,29,5,2016,2,3,7,9,1,0
1,0,4,6,5,298,8,1,17,2,4,94,0,61,24,57,5,2017,2,1,27,9,19,1
1,1,2,6,5,102,4,1,27,1,2,33,0,34,41,29,5,2016,1,1,46,31,30,0
3,0,5,2,5,863,7,1,20,1,3,59,1,1,41,2,5,2023,1,5,46,2,21,1
0,1,3,7,5,302,6,0,54,1,1,34,0,57,0,49,5,2023,1,2,6,30,34,1
0,0,4,0,5,746,5,0,20,2,4,20,0,23,41,21,5,2024,2,0,46,22,21,1
1,1,5,6,5,133,11,0,55,1,3,86,2,28,41,80,5,2024,1,3,46,28,55,0
0,0,2,4,5,917,11,0,47,2,5,12,0,59,41,52,4,2025,2,5,46,9,49,1
0,1,2,4,5,405,12,0,15,1,3,29,1,30,41,25,5,2020,1,4,46,30,18,1
0,1,1,8,4,1060,5,1,0,2,1,8,0,12,6,13,8,2023,2,3,5,13,24,1
1,3,2,6,4,211,5,1,21,1,1,16,1,34,5,29,6,2017,1,0,4,12,25,0
0,1,4,1,6,339,12,1,36,1,5,4,0,31,12,65,6,2023,1,3,9,19,36,1
1,1,1,8,5,265,3,1,54,1,5,15,0,14,41,54,5,2024,1,2,46,9,34,0
0,1,3,4,5,858,3,1,55,2,4,20,0,52,41,46,5,2024,2,5,46,22,55,0
0,0,1,7,4,764,9,1,6,2,6,27,0,19,32,34,4,2025,2,0,39,24,22,1
0,1,1,7,5,638,4,1,18,2,6,49,1,32,41,26,5,2016,0,3,46,9,1,1
3,2,1,3,5,1036,8,1,54,2,4,34,0,62,20,76,5,2023,2,4,25,7,34,1
3,1,1,3,5,1127,5,1,27,2,5,7,0,64,41,11,5,2025,2,3,46,31,30,1
0,1,2,0,5,677,10,1,42,2,3,64,2,21,41,16,0,2018,2,3,46,27,44,1
0,3,1,4,5,860,6,1,22,2,1,58,0,59,41,52,4,2024,2,1,46,22,23,1
1,3,3,5,8,216,2,1,50,1,0,17,1,7,17,47,8,2024,1,2,51,31,46,0
1,0,5,4,6,602,6,0,47,2,1,19,0,4,57,5,4,2020,2,2,61,35,49,0
0,3,4,4,5,752,2,0,40,2,2,19,1,52,41,46,5,2021,2,0,46,9,39,0
0,1,2,4,5,875,7,0,27,2,0,16,0,8,41,9,5,2015,2,3,46,13,30,1
0,0,3,4,5,351,3,1,18,1,2,36,1,52,41,46,5,2018,1,1,46,22,1,0
1,1,4,8,5,537,2,1,13,2,2,22,1,51,41,17,5,2024,2,1,46,22,16,0
1,1,3,8,5,222,4,0,27,1,3,2,1,73,41,70,5,2024,1,4,46,31,30,1
1,2,2,8,5,1319,2,1,8,3,1,6,1,20,50,19,8,2018,0,3,55,28,9,0
1,1,2,8,5,497,12,1,49,2,0,36,2,73,41,70,8,2019,2,4,46,25,53,0
3,1,1,2,5,893,1,0,54,1,1,74,0,1,41,2,5,2015,1,5,46,2,34,1
1,1,2,4,6,600,4,1,32,2,0,3,0,81,15,81,6,2025,2,5,16,8,15,1
0,1,2,4,5,646,10,1,55,2,5,68,1,49,41,44,5,2018,2,5,46,9,55,1
1,2,1,8,5,846,1,1,20,3,5,92,1,22,41,22,5,2019,0,1,46,22,21,1
1,2,2,8,5,313,11,1,8,1,1,15,1,58,41,53,8,2018,1,3,46,22,9,0
0,1,3,4,5,808,9,1,27,2,2,109,0,30,41,25,5,2018,2,1,46,30,30,0
3,1,3,2,5,1592,7,1,27,2,0,27,1,1,41,2,5,2016,2,5,46,31,30,1
0,1,1,4,5,977,2,0,27,3,1,85,0,8,41,9,5,2022,0,1,46,37,30,1
0,0,3,4,8,1122,10,1,49,2,3,47,1,59,30,52,8,2024,2,2,35,34,53,1
1,0,1,6,5,305,6,1,40,2,1,23,1,61,41,57,5,2017,2,1,46,2,39,1
0,1,2,7,5,315,7,0,45,1,5,19,1,11,41,8,5,2024,1,3,46,30,42,0
3,1,2,1,5,1597,11,1,27,2,3,59,0,41,41,59,5,2025,2,3,46,9,30,1
0,0,1,8,4,646,7,1,0,2,4,85,0,17,33,39,8,2022,0,3,69,33,24,1
0,0,2,4,5,1264,3,0,27,3,1,8,0,5,41,6,5,2019,0,4,46,2,30,1
0,1,5,1,0,699,9,1,14,2,2,27,4,80,1,77,0,2023,2,1,0,32,17,0
0,3,1,4,5,404,5,1,27,1,0,3,1,29,41,64,5,2018,1,4,46,9,30,1
0,0,3,0,5,421,12,1,27,1,1,27,0,21,41,16,5,2016,1,1,46,31,30,0
3,1,4,5,2,887,2,0,51,1,0,21,1,68,72,63,2,2020,1,1,75,31,52,0
1,0,1,8,5,595,3,1,55,2,5,85,1,66,41,62,5,2025,2,2,46,2,55,1
0,1,2,4,5,776,1,0,7,2,6,61,0,8,41,9,4,2019,2,3,46,31,10,0
0,0,2,0,1,595,7,1,2,2,3,11,0,23,65,21,1,2018,2,2,31,4,2,0
1,3,3,8,5,545,1,1,18,2,5,59,0,35,41,30,5,2019,2,1,46,30,1,0
2,0,2,5,5,234,6,1,45,2,4,7,0,26,41,23,5,2018,2,5,46,2,42,0
3,3,3,3,5,594,8,1,27,1,5,28,0,62,41,76,5,2022,1,1,46,9,30,0
1,3,2,6,5,302,10,1,18,2,3,8,1,28,41,80,5,2018,2,3,46,23,1,0
2,3,4,5,5,152,8,0,45,2,2,29,1,25,41,20,5,2019,2,4,46,22,42,1
0,2,6,0,5,835,1,0,27,2,1,82,2,44,41,38,5,2021,2,3,46,9,30,1
0,1,2,4,5,777,5,1,29,2,1,21,1,49,55,44,4,2024,2,3,54,30,47,0
0,3,6,4,5,920,3,1,13,2,5,19,0,69,41,33,5,2021,2,3,46,9,16,0
0,1,3,7,5,624,2,1,27,2,6,28,2,70,41,27,5,2024,0,2,46,31,30,1
2,1,1,5,5,680,8,1,15,3,4,50,0,40,63,35,5,2024,0,2,68,28,18,0
1,1,1,6,5,347,3,1,15,2,4,77,0,28,41,80,5,2022,2,2,46,28,18,0
1,2,4,5,8,259,11,0,0,1,6,39,1,40,53,35,8,2019,1,3,58,28,24,1
1,1,3,8,5,221,5,1,4,1,2,103,0,66,50,62,8,2023,1,1,55,28,5,1
1,1,1,8,5,398,8,1,45,2,2,17,0,38,41,31,5,2023,2,4,46,9,42,0
0,1,1,0,6,825,9,1,30,2,1,103,1,60,75,56,6,2022,2,2,77,23,33,1
0,1,2,7,5,421,8,1,15,1,6,78,0,72,41,71,5,2024,1,3,46,28,18,0
1,1,3,8,5,294,6,1,18,1,3,37,1,20,41,19,5,2020,1,5,46,28,1,1
1,1,1,8,5,229,11,1,37,1,0,73,0,66,41,62,8,2024,1,1,46,3,35,0
2,1,2,5,5,96,10,1,45,1,0,86,0,55,20,50,5,2017,1,2,25,2,42,1
0,0,1,4,5,367,3,1,27,1,1,48,0,49,41,44,5,2023,1,5,46,37,30,1
3,0,2,3,5,1053,1,1,40,2,5,22,1,33,41,28,5,2019,2,4,46,30,39,0
0,1,5,4,5,709,1,1,17,2,0,39,1,79,24,78,5,2025,2,3,27,17,19,1
0,1,3,0,5,877,3,1,40,2,3,62,0,44,24,38,5,2022,2,0,27,28,39,1
1,1,1,8,5,181,10,1,4,1,1,38,1,24,41,58,8,2021,1,1,46,3,5,1
0,1,4,4,5,402,12,0,40,1,4,1,2,52,41,46,5,2019,1,1,46,9,39,1
1,2,3,8,5,365,3,1,50,2,2,79,0,35,41,30,8,2017,2,0,46,22,46,1
3,1,5,3,5,954,8,0,20,2,6,18,2,37,41,66,5,2024,2,1,46,31,21,1
1,0,1,8,5,201,4,1,37,1,3,9,1,73,41,70,8,2024,1,0,46,22,35,1
0,3,1,4,8,407,4,1,25,1,2,74,1,49,39,44,4,2025,1,5,17,13,27,1
0,2,4,7,5,679,3,1,52,2,0,84,0,70,41,27,7,2017,2,3,46,9,51,0
0,1,2,7,5,691,9,1,52,2,5,32,1,70,0,27,7,2019,2,2,6,11,51,1
0,3,3,4,5,782,9,1,55,2,0,83,0,81,41,81,5,2021,2,3,46,22,55,1
1,0,2,6,5,162,2,0,17,1,0,20,0,28,41,80,5,2018,1,0,46,22,19,1
3,1,4,3,5,1011,4,1,54,2,1,12,1,78,50,73,5,2024,2,1,55,22,34,0
1,2,4,6,5,169,12,1,13,1,3,35,1,9,41,12,5,2023,1,1,46,2,16,0
1,2,2,8,5,236,10,1,18,1,1,6,2,73,0,70,5,2025,1,5,6,28,1,0
1,1,2,8,5,521,7,0,37,2,4,26,1,58,63,53,8,2017,2,3,68,25,35,0
1,1,4,8,5,892,10,1,55,3,2,15,1,48,41,43,5,2024,0,2,46,25,55,0
0,2,4,4,5,800,1,1,27,2,6,113,2,30,41,25,5,2025,2,5,46,2,30,1
0,2,1,4,8,900,3,0,6,2,3,13,0,8,58,9,4,2024,0,3,24,34,22,1
1,1,2,8,5,469,4,0,8,2,3,78,0,22,41,22,8,2025,2,3,46,22,9,1
3,1,2,5,3,450,10,1,40,1,2,15,0,26,73,23,5,2016,1,1,78,9,39,1
1,1,2,6,5,286,3,0,20,2,4,41,0,61,41,57,5,2016,2,1,46,22,21,0
1,2,3,6,5,398,2,0,27,2,4,14,1,15,41,10,5,2023,2,5,46,2,30,1
0,3,3,7,5,694,8,1,31,2,6,28,1,45,41,40,7,2023,2,1,46,24,32,0
1,1,3,8,5,585,6,1,54,2,1,27,0,73,41,70,5,2023,2,3,46,9,34,1
1,1,2,8,5,250,12,1,37,1,2,46,1,43,41,37,8,2022,1,3,46,3,35,1
3,1,1,1,5,1604,10,1,54,2,5,16,0,31,55,65,5,2015,2,3,54,28,34,0
1,3,4,8,5,549,2,1,27,2,2,46,1,35,68,30,5,2017,2,3,71,34,30,1
1,1,1,8,5,217,2,1,20,1,3,102,1,22,41,22,5,2023,1,5,46,9,21,0
3,0,2,1,5,762,2,1,27,1,3,77,1,41,41,59,5,2020,1,3,46,9,30,0
0,1,2,4,5,442,4,0,54,1,2,47,0,18,41,60,5,2019,1,3,46,2,34,0
0,1,1,4,5,875,5,1,55,2,0,100,0,29,41,64,5,2017,2,5,46,12,55,1
1,1,3,8,5,523,3,1,54,2,6,22,0,38,41,31,5,2023,2,3,46,28,34,1
0,2,3,4,5,794,10,1,54,2,0,4,0,29,55,64,5,2020,2,1,54,33,34,1
2,3,3,5,5,212,8,1,27,2,6,73,1,40,41,35,5,2022,2,5,46,28,30,0
0,0,2,4,5,827,5,1,18,2,2,56,1,4,41,5,5,2016,2,0,46,9,1,0
0,1,1,4,5,776,3,1,54,2,6,21,0,5,41,6,5,2025,2,1,46,37,34,0
1,0,1,8,5,569,6,1,50,2,0,34,1,58,41,53,8,2025,2,4,46,28,46,1
0,0,1,6,1,302,2,1,48,1,1,22,0,3,79,4,1,2021,1,3,36,19,50,0
1,1,5,6,5,797,1,1,27,3,6,80,2,15,41,10,5,2024,0,4,46,2,30,1
1,1,1,8,5,180,6,1,18,1,4,7,1,58,41,53,5,2022,1,0,46,28,1,0
1,1,2,6,5,349,10,0,36,2,3,11,0,61,41,57,6,2016,2,1,46,22,36,1
0,1,4,8,3,599,2,0,24,2,0,52,0,66,66,62,3,2023,2,3,37,34,29,0
2,3,2,5,5,156,5,1,17,2,0,24,1,27,41,24,5,2023,2,3,46,22,19,1
0,1,1,7,5,400,9,1,54,1,4,20,1,11,41,8,5,2022,1,3,46,9,34,0
1,1,1,6,5,358,6,1,54,2,3,33,1,9,41,12,5,2025,2,3,46,16,34,0
0,3,4,4,5,455,8,1,25,1,2,107,0,8,41,9,4,2018,1,5,46,37,27,1
0,1,1,4,5,699,10,1,13,2,3,7,0,69,41,33,5,2023,2,4,46,37,16,1
0,1,1,7,5,1021,10,1,44,3,2,2,0,11,41,8,7,2016,0,5,46,30,43,1
2,1,1,5,5,101,8,1,27,1,1,37,0,27,41,24,5,2023,1,1,46,2,30,0
1,0,2,6,5,249,11,1,30,1,6,53,0,74,41,69,6,2024,1,5,46,22,33,0
1,1,4,8,5,465,8,1,0,2,1,12,0,17,41,39,8,2022,0,4,46,28,24,1
0,1,1,4,7,755,6,1,47,2,5,12,1,69,8,33,4,2021,2,0,11,5,49,0
0,1,3,4,5,809,2,1,16,2,6,7,0,8,41,9,4,2025,2,1,46,9,41,0
1,1,1,8,5,504,8,1,49,2,4,18,0,43,41,37,8,2019,2,1,46,2,53,1
1,0,3,8,5,205,10,1,37,1,2,53,1,38,41,31,8,2019,1,3,46,2,35,0
1,1,2,8,5,485,7,1,49,2,0,63,1,51,41,17,8,2024,2,5,46,29,53,0
0,0,1,4,5,713,7,1,47,2,6,31,1,69,41,33,4,2017,2,3,46,28,49,1
0,1,2,7,6,359,5,1,32,1,1,98,0,19,29,34,6,2022,1,0,34,8,15,1
1,1,3,6,5,269,6,1,45,2,5,36,2,28,0,80,5,2023,2,5,6,35,42,1
3,0,2,2,5,888,7,1,27,1,5,55,1,56,41,51,5,2024,1,0,46,30,30,1
0,1,3,4,5,742,8,0,27,2,3,24,0,69,41,33,5,2016,2,3,46,30,30,0
2,0,1,5,5,592,12,0,54,2,0,31,1,54,41,55,5,2019,0,0,46,28,34,1
1,1,4,8,5,245,1,0,55,1,5,22,0,17,41,39,5,2017,1,1,46,31,55,1
0,3,1,4,0,894,8,0,35,2,1,39,0,4,56,5,4,2020,2,0,60,20,8,0
0,1,3,4,5,704,10,1,54,2,0,33,1,49,41,44,5,2021,2,3,46,30,34,0
0,1,2,4,5,673,1,1,53,2,0,51,0,69,41,33,4,2024,2,0,46,2,54,0
0,1,1,4,5,421,5,0,6,1,0,91,0,29,41,64,4,2021,1,3,46,30,22,1
1,1,3,8,5,306,7,1,43,1,4,23,0,58,41,53,8,2024,1,1,46,31,45,1
0,1,1,7,4,799,7,1,6,2,3,72,0,57,64,49,4,2022,2,4,29,12,22,1
0,2,1,6,1,603,6,1,48,2,6,52,0,77,77,75,1,2020,2,5,80,8,50,1
0,0,3,4,5,656,2,1,45,2,6,6,0,69,20,33,5,2023,2,0,25,31,42,1
0,0,4,4,5,827,7,0,27,2,2,55,0,4,41,5,5,2024,2,3,46,28,30,0
3,1,2,2,5,1611,3,1,45,2,2,6,0,75,50,72,5,2025,2,2,55,31,42,0
1,1,2,8,5,500,5,1,55,2,1,96,1,35,47,30,5,2019,2,0,7,28,55,0
3,1,3,3,5,1065,5,1,55,2,0,16,0,33,41,28,5,2023,2,1,46,18,55,1
1,1,1,6,5,313,3,1,21,2,4,54,0,61,41,57,6,2024,2,5,46,2,25,0
0,1,1,4,5,425,8,1,7,1,6,69,0,49,41,44,4,2020,1,3,46,12,10,0
1,3,2,5,6,193,4,1,32,1,5,28,0,71,69,68,6,2015,1,3,74,16,15,0
1,0,1,6,5,331,3,1,45,2,4,97,0,10,41,7,5,2025,2,0,46,35,42,0
0,1,2,4,0,1296,4,1,28,3,3,34,0,79,21,78,4,2015,0,1,23,32,31,1
1,1,4,8,5,398,10,1,50,2,2,49,2,24,41,58,8,2016,2,0,46,2,46,0
1,1,5,8,5,561,10,1,49,2,0,2,1,35,41,30,8,2019,2,1,46,29,53,0
3,0,2,2,5,885,1,0,40,1,3,49,1,56,41,51,5,2018,1,2,46,28,39,0
0,1,2,4,2,497,6,0,29,1,3,38,1,30,72,25,4,2024,1,4,75,1,47,1
2,3,3,5,5,129,9,1,27,1,3,6,1,68,41,63,5,2020,1,0,46,28,30,0
2,3,2,5,5,200,2,0,55,2,1,34,0,54,41,55,5,2025,2,5,46,2,55,0
0,1,4,4,5,826,4,1,17,2,3,21,1,18,0,60,5,2021,2,3,6,33,19,0
0,1,4,0,2,358,6,1,39,1,0,43,2,50,72,42,2,2019,1,1,75,26,38,1
3,1,3,1,5,1630,8,1,18,2,6,1,2,41,0,59,5,2024,2,0,6,9,1,1
1,3,5,8,5,606,6,1,0,2,5,46,3,14,41,54,8,2017,2,4,46,31,24,1
1,1,2,6,5,382,10,1,45,2,2,7,0,61,41,57,5,2024,2,3,46,9,42,0
0,3,2,8,4,410,9,0,43,1,4,92,0,24,81,58,8,2017,1,2,81,14,45,1
1,1,1,8,5,476,4,0,20,2,6,65,0,73,41,70,5,2024,2,0,46,9,21,0
0,1,2,0,5,352,4,0,27,1,6,89,0,60,41,56,5,2017,1,0,46,22,30,1
0,1,4,7,5,773,7,1,31,2,6,61,2,45,41,40,7,2024,2,3,46,22,32,1
0,1,2,4,5,771,1,0,45,2,6,10,1,59,50,52,5,2024,2,1,55,31,42,0
0,3,2,7,5,403,7,1,55,1,2,36,0,32,63,26,5,2023,1,3,68,11,55,0
1,1,1,6,5,384,9,1,45,2,5,51,0,15,35,10,5,2017,2,3,40,23,42,0
3,1,6,3,5,1070,10,1,55,2,0,77,2,37,41,66,5,2023,2,0,46,28,55,1
0,1,4,4,5,1127,10,1,6,3,1,70,1,29,41,64,4,2015,0,5,46,9,22,1
0,1,3,4,8,560,12,0,37,1,5,5,1,39,37,32,8,2019,1,5,43,3,35,0
0,1,2,2,4,819,4,1,54,2,2,48,0,75,46,72,5,2022,2,1,52,5,34,1
0,1,1,4,5,762,9,0,20,2,0,32,0,81,23,81,5,2025,2,1,26,13,21,1
1,3,1,6,4,675,2,1,55,2,0,6,0,74,52,69,5,2022,2,4,59,33,55,1
0,1,2,3,1,765,10,1,9,2,1,51,1,37,18,66,3,2022,2,3,63,6,14,1
1,1,2,8,5,301,12,1,27,1,5,36,1,14,41,54,5,2023,1,3,46,9,30,0
1,3,3,6,5,288,10,0,36,2,3,15,0,61,50,57,6,2023,2,3,55,8,36,0
1,1,1,8,5,514,10,0,50,2,2,22,0,24,41,58,8,2024,2,5,46,3,46,1
3,1,6,3,5,513,3,1,33,1,6,16,3,37,41,66,3,2023,1,1,46,22,12,0
1,1,3,5,8,297,11,0,20,2,0,15,0,7,13,47,5,2023,0,2,12,34,21,1
0,1,1,7,5,802,3,1,27,2,4,39,0,19,41,34,5,2024,2,3,46,11,30,0
1,1,4,8,5,722,8,1,17,2,1,12,2,14,41,54,5,2021,0,4,46,25,19,0
1,3,3,4,6,630,8,1,36,2,5,75,1,69,7,33,6,2016,2,3,10,23,36,0
1,0,5,8,5,410,3,0,18,2,1,34,0,20,68,19,5,2023,2,4,71,28,1,1
1,1,3,5,6,309,11,1,27,2,5,45,1,26,10,23,5,2018,2,2,15,35,30,1
1,1,5,8,5,700,9,1,40,2,0,32,0,58,55,53,5,2023,0,3,54,31,39,0
0,1,2,3,3,459,12,0,24,1,6,44,0,37,73,66,3,2016,1,5,78,21,29,1
0,1,2,4,5,399,8,1,18,1,2,101,0,69,41,33,5,2022,1,1,46,31,1,1
0,1,3,7,5,667,1,0,27,2,6,11,1,11,41,8,5,2017,0,4,46,2,30,1
2,1,1,5,5,204,1,0,27,2,6,22,0,26,41,23,5,2021,2,3,46,2,30,0
3,0,2,1,5,1622,1,1,12,3,0,64,1,47,41,45,1,2018,0,4,46,4,13,1
1,1,2,8,5,488,2,1,43,2,6,33,0,43,41,37,8,2019,2,1,46,34,45,1
3,0,4,3,5,925,8,1,17,2,4,101,1,33,23,28,5,2024,2,1,26,9,19,0
3,3,4,3,5,769,5,0,40,2,5,10,2,78,47,73,5,2022,0,1,7,2,39,0
0,1,3,4,5,360,9,1,27,1,1,41,0,5,41,6,5,2018,1,2,46,2,30,1
1,0,5,8,5,265,5,0,43,1,4,48,3,51,41,17,8,2020,1,2,46,22,45,1
1,3,2,8,5,246,7,0,45,1,5,7,0,48,0,43,5,2025,1,1,6,9,42,0
3,1,6,3,5,561,10,1,54,1,3,83,3,67,63,67,5,2019,1,5,68,30,34,1
1,3,1,8,5,539,10,1,8,2,5,55,0,17,41,39,8,2023,2,2,46,3,9,1
1,1,3,8,5,541,1,1,54,2,0,19,3,20,55,19,5,2025,2,5,54,22,34,0
1,1,3,6,5,369,2,0,21,2,6,69,0,34,41,29,6,2018,2,3,46,28,25,0
1,0,1,6,5,163,4,1,45,1,4,18,0,61,41,57,5,2015,1,5,46,9,42,0
1,3,1,8,5,561,8,1,40,2,6,2,0,38,47,31,5,2022,2,1,7,3,39,0
0,0,1,2,3,326,9,1,39,1,3,24,1,75,73,72,2,2022,1,1,78,7,38,0
1,1,2,6,5,353,9,0,41,2,2,61,1,28,41,80,6,2025,2,3,46,9,40,0
1,1,5,8,5,549,8,1,37,2,4,36,2,73,41,70,8,2023,2,2,46,22,35,1
1,1,2,6,5,145,6,1,45,1,3,77,1,16,20,15,5,2019,1,4,25,28,42,0
1,1,5,8,5,602,5,1,37,2,2,19,1,66,41,62,8,2022,2,3,46,9,35,1
0,0,3,4,2,784,4,1,23,2,0,84,2,69,14,33,2,2016,2,1,13,26,26,0
0,2,2,4,8,1026,4,1,0,2,5,16,1,69,13,33,8,2023,2,4,12,37,24,0
0,1,3,2,8,647,7,0,20,2,5,20,2,75,53,72,5,2018,2,0,58,1,21,1
0,1,5,4,5,618,12,1,29,2,4,15,0,81,20,81,4,2025,2,3,25,22,47,0
0,3,5,4,5,472,5,0,27,1,5,42,1,39,41,32,5,2022,1,1,46,9,30,0
1,1,5,8,5,279,1,1,18,1,2,55,1,66,41,62,5,2016,1,5,46,22,1,0
0,0,4,0,5,453,6,1,15,1,3,89,1,23,41,21,5,2025,1,3,46,30,18,0
0,1,2,0,5,395,11,1,15,1,6,25,0,0,41,1,5,2017,1,3,46,28,18,1
0,1,3,4,5,726,6,0,20,2,0,26,1,39,41,32,5,2018,2,3,46,31,21,0
1,0,1,8,5,518,3,1,49,2,1,38,1,24,41,58,8,2019,2,4,46,30,53,0
1,1,3,8,5,488,10,1,0,2,3,68,0,14,0,54,8,2016,2,1,6,28,24,1
3,3,2,1,5,848,2,0,48,1,4,77,0,36,41,79,1,2025,1,4,46,4,50,1
0,1,6,4,5,479,3,1,45,1,1,34,2,53,63,48,5,2018,1,1,68,30,42,1
2,0,2,4,4,385,8,1,29,2,1,22,1,52,81,46,4,2024,2,1,81,5,47,0
0,3,2,1,0,648,9,0,12,2,2,85,0,31,3,65,1,2016,2,3,2,6,13,1
3,2,2,1,5,754,11,1,2,1,5,31,1,36,41,79,1,2024,1,1,46,9,2,0
1,1,2,8,5,487,10,1,55,2,0,60,0,22,41,22,5,2020,2,5,46,9,55,0
1,3,1,8,5,241,1,1,0,1,6,96,0,14,20,54,8,2021,1,5,25,31,24,1
2,2,3,4,4,202,11,1,53,1,6,66,1,79,5,78,4,2020,1,0,4,5,54,0
0,1,2,7,5,756,8,1,27,2,2,34,0,11,41,8,5,2024,2,1,46,30,30,0
1,1,1,8,5,1031,2,0,27,3,5,25,0,73,41,70,5,2021,0,1,46,9,30,0
1,2,2,6,5,120,1,0,20,1,0,48,0,74,41,69,5,2025,1,1,46,9,21,1
2,3,4,2,2,406,5,0,39,2,4,52,3,65,72,61,2,2022,2,1,75,26,38,1
2,3,2,5,5,229,6,0,27,2,6,74,1,46,55,41,5,2024,0,1,54,31,30,1
2,1,3,5,5,194,6,0,45,2,4,39,0,68,41,63,5,2017,2,3,46,9,42,0
1,3,1,8,5,512,9,1,15,2,4,14,0,22,41,22,5,2025,2,4,46,31,18,1
1,1,5,8,5,422,3,1,4,2,6,6,0,35,41,30,8,2020,2,4,46,14,5,1
1,1,2,4,6,353,3,1,32,1,1,96,1,69,29,33,6,2022,1,1,34,5,15,0
0,1,1,1,8,948,3,0,54,2,2,50,0,47,39,45,5,2016,2,3,17,3,34,1
0,2,3,3,6,875,3,0,30,2,0,88,0,67,10,67,6,2016,0,5,15,23,33,1
1,1,3,6,5,150,3,1,45,1,4,56,1,76,50,74,5,2016,1,1,55,22,42,0
1,1,2,8,5,411,7,1,43,2,4,74,1,66,41,62,8,2025,2,1,46,31,45,1
0,1,6,7,5,684,3,1,19,2,6,35,3,11,35,8,7,2023,2,1,40,15,20,1
1,1,3,8,5,241,6,1,0,1,6,47,1,17,41,39,8,2024,1,0,46,30,24,1
0,1,3,4,7,261,10,1,22,1,1,98,2,8,40,9,4,2023,1,1,45,13,23,1
1,1,3,8,5,537,8,1,54,2,4,70,0,35,41,30,5,2021,2,3,46,3,34,1
3,3,3,1,5,740,7,1,1,1,6,97,0,63,68,18,1,2022,1,3,71,9,7,1
3,1,2,3,5,990,12,1,20,2,4,25,2,67,41,67,5,2019,2,4,46,2,21,0
1,0,4,8,5,467,2,0,55,2,2,6,0,22,63,22,5,2025,2,0,68,30,55,1
0,3,4,4,5,839,11,0,15,2,6,10,1,53,41,48,5,2024,0,2,46,2,18,1
3,2,1,2,5,843,5,1,20,1,4,31,1,75,47,72,5,2019,1,3,7,22,21,0
0,1,1,8,4,948,7,0,28,2,0,45,0,43,64,37,4,2015,2,0,29,29,31,1
3,1,3,3,5,563,7,1,13,1,3,55,1,64,41,11,5,2022,1,0,46,31,16,0
1,1,4,8,5,435,2,1,45,2,0,42,1,66,41,62,5,2020,2,4,46,28,42,1
1,3,2,8,5,502,8,1,0,2,1,28,0,20,41,19,8,2022,2,4,46,28,24,0
1,2,4,6,5,391,9,1,45,2,5,65,3,10,41,7,5,2025,2,3,46,2,42,0
1,1,1,8,5,216,11,1,27,1,2,59,1,14,41,54,5,2019,1,1,46,34,30,1
1,1,4,8,5,709,5,1,15,2,6,57,1,24,41,58,5,2023,0,4,46,29,18,1
1,1,1,8,5,594,8,1,18,2,5,15,1,48,41,43,5,2021,2,1,46,34,1,0
1,1,2,8,5,372,5,1,37,2,1,16,1,58,41,53,8,2023,2,2,46,3,35,0
3,1,3,3,5,1105,3,1,54,2,4,14,1,33,41,28,5,2025,2,3,46,21,34,0
3,1,2,3,5,1116,6,1,20,2,3,35,1,62,41,76,5,2019,2,3,46,30,21,1
3,1,4,2,5,1523,12,1,51,2,3,72,2,75,55,72,2,2025,2,1,54,30,52,1
