segment_id,booking_id,leg_no,dep_airport,arr_airport,dep_city,arr_city,dep_date,flight_duration_min,stop_type
S-012378-01,BK-012378,1,KWI,KHI,Kuwait City,Karachi,2025-06-16,198,Direct
S-012378-02,BK-012378,2,KHI,KWI,Karachi,Kuwait City,2025-06-21,262,Direct
S-012379-01,BK-012379,1,KWI,MCT,Kuwait City,Muscat,2017-03-07,68,Direct
S-012380-01,BK-012380,1,DMM,BKK,Dammam,Bangkok,2023-03-20,439,Direct
S-012380-02,BK-012380,2,BKK,DMM,Bangkok,Dammam,2023-03-23,301,Direct
S-012381-01,BK-012381,1,TPE,BOM,Taipei,Mumbai,2025-03-11,365,Direct
S-012382-01,BK-012382,1,KWI,CMB,Kuwait City,Colombo,2020-02-05,320,Direct
S-012382-02,BK-012382,2,CMB,KWI,Colombo,Kuwait City,2020-02-22,238,Direct
S-012383-01,BK-012383,1,KWI,LHE,Kuwait City,Lahore,2025-06-26,183,Direct
S-012383-02,BK-012383,2,LHE,KWI,Lahore,Kuwait City,2025-06-29,295,Direct
S-012384-01,BK-012384,1,DMM,MAA,Dammam,Chennai,2023-01-27,196,Direct
S-012384-02,BK-012384,2,MAA,DMM,Chennai,Dammam,2023-02-01,310,Direct
S-012385-01,BK-012385,1,HKG,VIE,Hong Kong,Vienna,2021-07-18,391,Direct
S-012385-02,BK-012385,2,VIE,HKG,Vienna,Hong Kong,2021-07-29,464,Direct
S-012386-01,BK-012386,1,TPE,HKG,Taipei,Hong Kong,2024-01-11,267,Direct
S-012386-02,BK-012386,2,HKG,TPE,Hong Kong,Taipei,2024-02-06,325,Direct
S-012387-01,BK-012387,1,KWI,AMS,Kuwait City,Amsterdam,2018-06-27,361,Direct
S-012387-02,BK-012387,2,AMS,KWI,Amsterdam,Kuwait City,2018-07-11,347,Connection
S-012388-01,BK-012388,1,KWI,CMB,Kuwait City,Colombo,2017-09-01,189,Direct
S-012389-01,BK-012389,1,ISB,LHE,Islamabad,Lahore,2019-01-22,139,Direct
S-012389-02,BK-012389,2,LHE,ISB,Lahore,Islamabad,2019-02-13,184,Connection
S-012390-01,BK-012390,1,CGK,JNB,Jakarta,Johannesburg,2018-03-12,460,Connection
S-012390-02,BK-012390,2,JNB,CGK,Johannesburg,Jakarta,2018-04-06,277,Direct
S-012391-01,BK-012391,1,KWI,MXP,Kuwait City,Milan,2017-03-28,348,Direct
S-012391-02,BK-012391,2,MXP,KWI,Milan,Kuwait City,2017-04-25,428,Direct
S-012392-01,BK-012392,1,KWI,AMS,Kuwait City,Amsterdam,2019-06-07,327,Direct
S-012393-01,BK-012393,1,KWI,ISB,Kuwait City,Islamabad,2018-02-17,302,Direct
S-012393-02,BK-012393,2,ISB,MAA,Islamabad,Chennai,2018-02-27,121,Direct
S-012393-03,BK-012393,3,MAA,BAH,Chennai,Manama,2018-03-04,264,Connection
S-012394-01,BK-012394,1,MEL,MUX,Melbourne,Multan,2017-12-12,264,Direct
S-012394-02,BK-012394,2,MUX,MEL,Multan,Melbourne,2017-12-18,457,Direct
S-012395-01,BK-012395,1,KWI,ICN,Kuwait City,Seoul,2020-07-04,479,Direct
S-012395-02,BK-012395,2,ICN,KWI,Seoul,Kuwait City,2020-07-31,539,Direct
S-012396-01,BK-012396,1,JED,FRA,Jeddah,Frankfurt,2016-01-28,493,Connection
S-012396-02,BK-012396,2,FRA,JED,Frankfurt,Jeddah,2016-02-25,384,Direct
S-012397-01,BK-012397,1,TPE,RUH,Taipei,Riyadh,2021-05-21,586,Direct
S-012398-01,BK-012398,1,KWI,KHI,Kuwait City,Karachi,2018-11-04,218,Connection
S-012398-02,BK-012398,2,KHI,KWI,Karachi,Kuwait City,2018-11-29,233,Direct
S-012399-01,BK-012399,1,KWI,BGW,Kuwait City,Baghdad,2025-06-14,147,Connection
S-012399-02,BK-012399,2,BGW,KWI,Baghdad,Kuwait City,2025-06-20,105,Direct
S-012400-01,BK-012400,1,IAD,FRA,Washington DC,Frankfurt,2025-06-10,364,Direct
S-012401-01,BK-012401,1,KWI,YYZ,Kuwait City,Toronto,2017-06-28,658,Connection
S-012401-02,BK-012401,2,YYZ,KWI,Toronto,Kuwait City,2017-07-01,701,Direct
S-012402-01,BK-012402,1,KWI,KHI,Kuwait City,Karachi,2021-09-03,279,Direct
S-012403-01,BK-012403,1,DAC,NRT,Dhaka,Tokyo,2024-10-17,307,Direct
S-012404-01,BK-012404,1,ICN,HRG,Seoul,Hurghada,2024-02-20,280,Connection
S-012405-01,BK-012405,1,KWI,KHI,Kuwait City,Karachi,2019-11-28,280,Direct
S-012405-02,BK-012405,2,KHI,KWI,Karachi,Kuwait City,2019-12-02,285,Direct
S-012406-01,BK-012406,1,KWI,ATH,Kuwait City,Athens,2025-12-11,474,Connection
S-012406-02,BK-012406,2,ATH,KWI,Athens,Kuwait City,2026-01-02,322,Direct
S-012407-01,BK-012407,1,KWI,TBS,Kuwait City,Tbilisi,2024-11-12,132,Direct
S-012408-01,BK-012408,1,MAD,BCN,Madrid,Barcelona,2019-06-19,84,Direct
S-012409-01,BK-012409,1,KWI,ADL,Kuwait City,Adelaide,2015-12-27,800,Direct
S-012409-02,BK-012409,2,ADL,KWI,Adelaide,Kuwait City,2016-01-21,800,Direct
S-012410-01,BK-012410,1,KWI,PVG,Kuwait City,Shanghai,2023-04-15,438,Connection
S-012411-01,BK-012411,1,RUH,BNE,Riyadh,Brisbane,2020-12-09,829,Direct
S-012412-01,BK-012412,1,ISB,MAA,Islamabad,Chennai,2017-07-26,161,Direct
S-012412-02,BK-012412,2,MAA,ISB,Chennai,Islamabad,2017-08-25,130,Direct
S-012413-01,BK-012413,1,KWI,KHI,Kuwait City,Karachi,2019-05-12,300,Direct
S-012414-01,BK-012414,1,KWI,BGW,Kuwait City,Baghdad,2026-01-14,126,Connection
S-012414-02,BK-012414,2,BGW,BEY,Baghdad,Beirut,2026-01-23,477,Connection
S-012415-01,BK-012415,1,KWI,CGK,Kuwait City,Jakarta,2017-05-04,418,Direct
S-012415-02,BK-012415,2,CGK,KWI,Jakarta,Kuwait City,2017-05-08,317,Connection
S-012416-01,BK-012416,1,JED,CMB,Jeddah,Colombo,2017-08-11,289,Direct
S-012417-01,BK-012417,1,KWI,DEL,Kuwait City,New Delhi,2025-02-03,267,Direct
S-012417-02,BK-012417,2,DEL,KWI,New Delhi,Kuwait City,2025-02-07,245,Direct
S-012418-01,BK-012418,1,KWI,PEW,Kuwait City,Peshawar,2020-05-18,282,Connection
S-012418-02,BK-012418,2,PEW,KWI,Peshawar,Kuwait City,2020-05-27,278,Direct
S-012419-01,BK-012419,1,KWI,SHJ,Kuwait City,Sharjah,2024-12-16,115,Direct
S-012420-01,BK-012420,1,BKK,ORD,Bangkok,Chicago,2019-11-19,360,Direct
S-012421-01,BK-012421,1,CCU,MXP,Kolkata,Milan,2017-01-11,440,Connection
S-012421-02,BK-012421,2,MXP,CCU,Milan,Kolkata,2017-01-16,487,Direct
S-012422-01,BK-012422,1,KWI,MNL,Kuwait City,Manila,2016-03-22,395,Direct
S-012423-01,BK-012423,1,KWI,PER,Kuwait City,Perth,2024-05-23,894,Direct
S-012424-01,BK-012424,1,KWI,CCU,Kuwait City,Kolkata,2022-06-24,262,Direct
S-012424-02,BK-012424,2,CCU,PVG,Kolkata,Shanghai,2022-07-04,454,Connection
S-012425-01,BK-012425,1,KWI,BLR,Kuwait City,Bengaluru,2023-08-23,284,Direct
S-012425-02,BK-012425,2,BLR,KWI,Bengaluru,Kuwait City,2023-09-15,236,Direct
S-012426-01,BK-012426,1,DAR,MED,Dar es Salaam,Medina,2019-02-02,329,Direct
S-012427-01,BK-012427,1,KWI,KRT,Kuwait City,Khartoum,2018-11-17,461,Direct
S-012427-02,BK-012427,2,KRT,CCU,Khartoum,Kolkata,2018-11-24,472,Connection
S-012428-01,BK-012428,1,KWI,DAC,Kuwait City,Dhaka,2024-02-04,249,Direct
S-012429-01,BK-012429,1,KWI,JED,Kuwait City,Jeddah,2023-04-19,71,Direct
S-012430-01,BK-012430,1,KWI,KUL,Kuwait City,Kuala Lumpur,2022-08-17,444,Direct
S-012430-02,BK-012430,2,KUL,KWI,Kuala Lumpur,Kuwait City,2022-08-23,408,Direct
S-012431-01,BK-012431,1,DOH,SIN,Doha,Singapore,2023-03-27,385,Direct
S-012432-01,BK-012432,1,KWI,AUH,Kuwait City,Abu Dhabi,2024-08-19,105,Direct
S-012432-02,BK-012432,2,AUH,GRU,Abu Dhabi,Sao Paulo,2024-08-21,656,Direct
S-012433-01,BK-012433,1,KWI,HKG,Kuwait City,Hong Kong,2017-01-16,514,Direct
S-012434-01,BK-012434,1,KWI,SYD,Kuwait City,Sydney,2016-11-04,885,Connection
S-012435-01,BK-012435,1,AUH,MUX,Abu Dhabi,Multan,2022-06-30,283,Direct
S-012436-01,BK-012436,1,NJF,MEL,Najaf,Melbourne,2019-06-28,413,Direct
S-012436-02,BK-012436,2,MEL,NJF,Melbourne,Najaf,2019-07-15,423,Connection
S-012437-01,BK-012437,1,KWI,HAN,Kuwait City,Hanoi,2016-05-16,415,Direct
S-012438-01,BK-012438,1,KWI,CGK,Kuwait City,Jakarta,2021-11-02,390,Direct
S-012438-02,BK-012438,2,CGK,KWI,Jakarta,Kuwait City,2021-11-23,359,Connection
S-012439-01,BK-012439,1,YYZ,GRU,Toronto,Sao Paulo,2015-09-11,451,Direct
S-012440-01,BK-012440,1,DOH,CDG,Doha,Paris,2026-01-15,356,Direct
S-012440-02,BK-012440,2,CDG,DOH,Paris,Doha,2026-02-09,357,Direct
S-012441-01,BK-012441,1,RUH,MAA,Riyadh,Chennai,2025-08-25,193,Direct
S-012442-01,BK-012442,1,KWI,DEL,Kuwait City,New Delhi,2020-04-27,278,Direct
S-012443-01,BK-012443,1,KWI,KHI,Kuwait City,Karachi,2025-12-01,225,Direct
S-012443-02,BK-012443,2,KHI,KWI,Karachi,Kuwait City,2025-12-05,298,Connection
S-012444-01,BK-012444,1,CGK,LHE,Jakarta,Lahore,2019-12-07,406,Direct
S-012444-02,BK-012444,2,LHE,CGK,Lahore,Jakarta,2019-12-29,382,Direct
S-012445-01,BK-012445,1,KWI,MCT,Kuwait City,Muscat,2017-10-13,64,Direct
S-012445-02,BK-012445,2,MCT,KWI,Muscat,Kuwait City,2017-10-27,117,Direct
S-012446-01,BK-012446,1,KWI,ZRH,Kuwait City,Zurich,2015-10-21,315,Direct
S-012446-02,BK-012446,2,ZRH,KWI,Zurich,Kuwait City,2015-11-15,499,Direct
S-012447-01,BK-012447,1,KWI,HRG,Kuwait City,Hurghada,2025-07-05,107,Direct
S-012447-02,BK-012447,2,HRG,KWI,Hurghada,Kuwait City,2025-07-22,131,Direct
S-012448-01,BK-012448,1,KWI,MNL,Kuwait City,Manila,2017-04-23,342,Direct
S-012449-01,BK-012449,1,KWI,ZRH,Kuwait City,Zurich,2018-04-09,484,Direct
S-012449-02,BK-012449,2,ZRH,KWI,Zurich,Kuwait City,2018-05-05,404,Direct
S-012450-01,BK-012450,1,IAD,LAX,Washington DC,Los Angeles,2015-07-12,479,Direct
S-012450-02,BK-012450,2,LAX,IAD,Los Angeles,Washington DC,2015-07-17,362,Direct
S-012451-01,BK-012451,1,KWI,LHE,Kuwait City,Lahore,2023-11-19,305,Connection
S-012452-01,BK-012452,1,KWI,BLR,Kuwait City,Bengaluru,2015-12-04,279,Connection
S-012453-01,BK-012453,1,KWI,LHE,Kuwait City,Lahore,2024-12-29,219,Direct
S-012454-01,BK-012454,1,MCT,JED,Muscat,Jeddah,2019-02-13,60,Direct
S-012455-01,BK-012455,1,KWI,MAN,Kuwait City,Manchester,2021-04-05,371,Direct
S-012455-02,BK-012455,2,MAN,KWI,Manchester,Kuwait City,2021-04-25,483,Direct
S-012456-01,BK-012456,1,BAH,JED,Manama,Jeddah,2019-04-11,102,Direct
S-012456-02,BK-012456,2,JED,GRU,Jeddah,Sao Paulo,2019-04-20,657,Connection
S-012457-01,BK-012457,1,KWI,PVG,Kuwait City,Shanghai,2025-09-29,437,Direct
S-012458-01,BK-012458,1,KWI,CAI,Kuwait City,Cairo,2022-11-20,138,Connection
S-012458-02,BK-012458,2,CAI,KWI,Cairo,Kuwait City,2022-12-17,175,Direct
S-012459-01,BK-012459,1,KWI,SHJ,Kuwait City,Sharjah,2015-04-27,88,Connection
S-012459-02,BK-012459,2,SHJ,KWI,Sharjah,Kuwait City,2015-05-05,61,Direct
S-012460-01,BK-012460,1,KWI,SKT,Kuwait City,Sialkot,2024-07-24,265,Connection
S-012461-01,BK-012461,1,SHJ,KHI,Sharjah,Karachi,2022-05-15,188,Direct
S-012461-02,BK-012461,2,KHI,FCO,Karachi,Rome,2022-05-23,491,Direct
S-012462-01,BK-012462,1,DOH,SKT,Doha,Sialkot,2023-12-26,314,Direct
S-012462-02,BK-012462,2,SKT,DOH,Sialkot,Doha,2024-01-13,199,Connection
S-012463-01,BK-012463,1,KWI,BKK,Kuwait City,Bangkok,2024-05-14,342,Direct
S-012464-01,BK-012464,1,KWI,NRT,Kuwait City,Tokyo,2016-02-20,545,Direct
S-012465-01,BK-012465,1,ISB,SYD,Islamabad,Sydney,2015-10-30,476,Connection
S-012465-02,BK-012465,2,SYD,ISB,Sydney,Islamabad,2015-11-22,328,Direct
S-012466-01,BK-012466,1,PEW,BSR,Peshawar,Basra,2022-01-28,317,Direct
S-012467-01,BK-012467,1,KWI,LHR,Kuwait City,London,2025-09-09,474,Direct
S-012468-01,BK-012468,1,KUL,KRT,Kuala Lumpur,Khartoum,2019-05-15,474,Direct
S-012468-02,BK-012468,2,KRT,KUL,Khartoum,Kuala Lumpur,2019-05-19,320,Direct
S-012469-01,BK-012469,1,KWI,FCO,Kuwait City,Rome,2022-01-09,455,Connection
S-012469-02,BK-012469,2,FCO,KWI,Rome,Kuwait City,2022-01-14,475,Direct
S-012470-01,BK-012470,1,KUL,SAW,Kuala Lumpur,Istanbul-SAW,2021-09-10,294,Direct
S-012471-01,BK-012471,1,KWI,HRG,Kuwait City,Hurghada,2022-02-05,211,Connection
S-012472-01,BK-012472,1,DXB,RUH,Dubai,Riyadh,2024-07-30,61,Direct
S-012473-01,BK-012473,1,KWI,MUX,Kuwait City,Multan,2017-03-24,222,Direct
S-012474-01,BK-012474,1,CCU,BGW,Kolkata,Baghdad,2016-09-10,449,Direct
S-012475-01,BK-012475,1,ORD,MUX,Chicago,Multan,2023-04-24,289,Direct
S-012475-02,BK-012475,2,MUX,HRG,Multan,Hurghada,2023-05-01,426,Direct
S-012475-03,BK-012475,3,HRG,CMN,Hurghada,Casablanca,2023-05-05,271,Direct
S-012476-01,BK-012476,1,KWI,MAA,Kuwait City,Chennai,2020-01-01,290,Connection
S-012476-02,BK-012476,2,MAA,KWI,Chennai,Kuwait City,2020-01-04,256,Direct
S-012477-01,BK-012477,1,KWI,MED,Kuwait City,Medina,2016-01-13,113,Connection
S-012478-01,BK-012478,1,KWI,PEW,Kuwait City,Peshawar,2022-12-12,280,Direct
S-012479-01,BK-012479,1,KWI,LHE,Kuwait City,Lahore,2018-10-21,222,Direct
S-012480-01,BK-012480,1,KWI,FRA,Kuwait City,Frankfurt,2023-06-25,334,Direct
S-012481-01,BK-012481,1,KWI,DAC,Kuwait City,Dhaka,2018-04-28,278,Connection
S-012481-02,BK-012481,2,DAC,KWI,Dhaka,Kuwait City,2018-05-25,312,Connection
S-012482-01,BK-012482,1,KWI,BCN,Kuwait City,Barcelona,2023-08-25,416,Direct
S-012482-02,BK-012482,2,BCN,HRG,Barcelona,Hurghada,2023-09-01,202,Direct
S-012483-01,BK-012483,1,GRU,BAH,Sao Paulo,Manama,2023-11-26,759,Direct
S-012483-02,BK-012483,2,BAH,GRU,Manama,Sao Paulo,2023-12-01,760,Direct
S-012484-01,BK-012484,1,KWI,ISB,Kuwait City,Islamabad,2025-11-15,288,Connection
S-012484-02,BK-012484,2,ISB,KWI,Islamabad,Kuwait City,2025-11-23,290,Direct
S-012485-01,BK-012485,1,MXP,CMN,Milan,Casablanca,2019-03-25,267,Connection
S-012485-02,BK-012485,2,CMN,DXB,Casablanca,Dubai,2019-04-02,386,Direct
S-012485-03,BK-012485,3,DXB,LHE,Dubai,Lahore,2019-04-05,272,Direct
S-012486-01,BK-012486,1,KWI,SKT,Kuwait City,Sialkot,2019-01-10,223,Direct
S-012486-02,BK-012486,2,SKT,KWI,Sialkot,Kuwait City,2019-01-16,246,Direct
S-012487-01,BK-012487,1,KWI,ISB,Kuwait City,Islamabad,2024-09-07,255,Direct
S-012487-02,BK-012487,2,ISB,KWI,Islamabad,Kuwait City,2024-10-04,206,Direct
S-012488-01,BK-012488,1,KWI,KHI,Kuwait City,Karachi,2017-04-03,226,Direct
S-012488-02,BK-012488,2,KHI,MAA,Karachi,Chennai,2017-04-13,162,Direct
S-012488-03,BK-012488,3,MAA,DAR,Chennai,Dar es Salaam,2017-04-16,342,Direct
S-012489-01,BK-012489,1,KWI,PEW,Kuwait City,Peshawar,2021-04-22,284,Connection
S-012489-02,BK-012489,2,PEW,KWI,Peshawar,Kuwait City,2021-05-15,267,Connection
S-012490-01,BK-012490,1,KWI,DAC,Kuwait City,Dhaka,2018-03-14,254,Direct
S-012490-02,BK-012490,2,DAC,KWI,Dhaka,Kuwait City,2018-03-25,259,Connection
S-012491-01,BK-012491,1,BSR,FCO,Basra,Rome,2018-07-03,369,Direct
S-012491-02,BK-012491,2,FCO,BSR,Rome,Basra,2018-07-10,345,Direct
S-012492-01,BK-012492,1,KWI,MEL,Kuwait City,Melbourne,2019-06-14,918,Connection
S-012492-02,BK-012492,2,MEL,KWI,Melbourne,Kuwait City,2019-06-17,818,Direct
S-012493-01,BK-012493,1,KWI,BKK,Kuwait City,Bangkok,2017-07-30,363,Connection
S-012493-02,BK-012493,2,BKK,KWI,Bangkok,Kuwait City,2017-08-11,367,Direct
S-012494-01,BK-012494,1,BAH,GRU,Manama,Sao Paulo,2020-06-17,646,Direct
S-012494-02,BK-012494,2,GRU,BAH,Sao Paulo,Manama,2020-07-12,840,Direct
S-012495-01,BK-012495,1,DXB,AUH,Dubai,Abu Dhabi,2019-07-24,73,Connection
S-012495-02,BK-012495,2,AUH,DXB,Abu Dhabi,Dubai,2019-08-17,112,Direct
S-012496-01,BK-012496,1,DMM,TPE,Dammam,Taipei,2018-03-08,432,Connection
S-012496-02,BK-012496,2,TPE,DMM,Taipei,Dammam,2018-04-06,509,Direct
S-012497-01,BK-012497,1,MCT,KUL,Muscat,Kuala Lumpur,2015-12-12,447,Direct
S-012497-02,BK-012497,2,KUL,MCT,Kuala Lumpur,Muscat,2016-01-03,394,Direct
S-012498-01,BK-012498,1,KWI,BEY,Kuwait City,Beirut,2024-12-29,191,Direct
S-012498-02,BK-012498,2,BEY,KWI,Beirut,Kuwait City,2025-01-11,136,Direct
S-012499-01,BK-012499,1,KWI,CDG,Kuwait City,Paris,2025-09-26,476,Direct
S-012500-01,BK-012500,1,KWI,CGK,Kuwait City,Jakarta,2024-06-28,312,Direct
S-012501-01,BK-012501,1,KWI,VIE,Kuwait City,Vienna,2016-07-12,400,Direct
S-012502-01,BK-012502,1,DXB,PEW,Dubai,Peshawar,2025-04-06,199,Direct
S-012502-02,BK-012502,2,PEW,SGN,Peshawar,Ho Chi Minh,2025-04-09,369,Connection
S-012502-03,BK-012502,3,SGN,ORD,Ho Chi Minh,Chicago,2025-04-18,472,Direct
S-012503-01,BK-012503,1,KWI,SKT,Kuwait City,Sialkot,2024-01-31,186,Direct
S-012504-01,BK-012504,1,KWI,CMB,Kuwait City,Colombo,2017-03-21,309,Direct
S-012505-01,BK-012505,1,DOH,DEL,Doha,New Delhi,2019-08-21,226,Direct
S-012506-01,BK-012506,1,KRT,MAN,Khartoum,Manchester,2022-08-28,328,Direct
S-012507-01,BK-012507,1,BAH,KHI,Manama,Karachi,2019-02-15,274,Direct
S-012508-01,BK-012508,1,MED,PVG,Medina,Shanghai,2016-09-05,566,Direct
S-012508-02,BK-012508,2,PVG,MED,Shanghai,Medina,2016-09-24,565,Connection
S-012509-01,BK-012509,1,BAH,MUX,Manama,Multan,2019-11-30,186,Direct
S-012509-02,BK-012509,2,MUX,BAH,Multan,Manama,2019-12-13,213,Direct
S-012510-01,BK-012510,1,KWI,TBS,Kuwait City,Tbilisi,2021-05-31,112,Direct
S-012510-02,BK-012510,2,TBS,KWI,Tbilisi,Kuwait City,2021-06-25,198,Direct
S-012511-01,BK-012511,1,KWI,GRU,Kuwait City,Sao Paulo,2025-11-19,689,Connection
S-012511-02,BK-012511,2,GRU,KWI,Sao Paulo,Kuwait City,2025-12-03,624,Direct
S-012512-01,BK-012512,1,KWI,FCO,Kuwait City,Rome,2020-08-12,473,Direct
S-012512-02,BK-012512,2,FCO,KWI,Rome,Kuwait City,2020-08-20,382,Direct
S-012513-01,BK-012513,1,RUH,BCN,Riyadh,Barcelona,2018-03-13,419,Direct
S-012514-01,BK-012514,1,KWI,MXP,Kuwait City,Milan,2016-08-22,308,Direct
S-012514-02,BK-012514,2,MXP,KWI,Milan,Kuwait City,2016-09-08,403,Direct
S-012515-01,BK-012515,1,KWI,EVN,Kuwait City,Yerevan,2017-12-12,142,Connection
S-012516-01,BK-012516,1,KWI,KUL,Kuwait City,Kuala Lumpur,2017-01-25,368,Direct
S-012516-02,BK-012516,2,KUL,KWI,Kuala Lumpur,Kuwait City,2017-02-17,375,Direct
S-012517-01,BK-012517,1,PEK,IST,Beijing,Istanbul,2015-02-17,484,Direct
S-012517-02,BK-012517,2,IST,ICN,Istanbul,Seoul,2015-02-20,363,Direct
S-012518-01,BK-012518,1,KWI,PEW,Kuwait City,Peshawar,2024-05-05,182,Direct
S-012519-01,BK-012519,1,KWI,LHE,Kuwait City,Lahore,2018-08-18,215,Direct
S-012519-02,BK-012519,2,LHE,KWI,Lahore,Kuwait City,2018-08-22,242,Direct
S-012520-01,BK-012520,1,CDG,GRU,Paris,Sao Paulo,2020-02-28,426,Connection
S-012521-01,BK-012521,1,JED,PER,Jeddah,Perth,2024-04-01,811,Direct
S-012522-01,BK-012522,1,DAR,MCT,Dar es Salaam,Muscat,2021-10-29,338,Direct
S-012522-02,BK-012522,2,MCT,DAR,Muscat,Dar es Salaam,2021-11-05,480,Connection
S-012523-01,BK-012523,1,KWI,KUL,Kuwait City,Kuala Lumpur,2015-05-04,410,Direct
S-012524-01,BK-012524,1,DOH,CGK,Doha,Jakarta,2016-07-05,319,Direct
S-012525-01,BK-012525,1,CMN,AMS,Casablanca,Amsterdam,2017-08-14,469,Direct
S-012525-02,BK-012525,2,AMS,FRA,Amsterdam,Frankfurt,2017-08-16,204,Direct
S-012526-01,BK-012526,1,KWI,ADL,Kuwait City,Adelaide,2022-06-10,942,Direct
S-012526-02,BK-012526,2,ADL,KWI,Adelaide,Kuwait City,2022-06-15,866,Direct
S-012527-01,BK-012527,1,YYZ,MCT,Toronto,Muscat,2019-03-15,835,Direct
S-012528-01,BK-012528,1,KWI,CAI,Kuwait City,Cairo,2024-11-19,167,Connection
S-012528-02,BK-012528,2,CAI,KWI,Cairo,Kuwait City,2024-12-03,132,Direct
S-012529-01,BK-012529,1,KWI,CMN,Kuwait City,Casablanca,2023-01-24,401,Direct
S-012530-01,BK-012530,1,BEY,PEK,Beirut,Beijing,2015-11-13,373,Direct
S-012531-01,BK-012531,1,BOM,BEY,Mumbai,Beirut,2025-04-16,424,Connection
S-012531-02,BK-012531,2,BEY,BOM,Beirut,Mumbai,2025-05-01,297,Direct
S-012532-01,BK-012532,1,MCT,MAN,Muscat,Manchester,2019-07-19,317,Direct
S-012532-02,BK-012532,2,MAN,MCT,Manchester,Muscat,2019-08-08,460,Direct
S-012533-01,BK-012533,1,KWI,SGN,Kuwait City,Ho Chi Minh,2015-05-19,334,Direct
S-012533-02,BK-012533,2,SGN,KWI,Ho Chi Minh,Kuwait City,2015-06-03,396,Direct
S-012534-01,BK-012534,1,KWI,ORD,Kuwait City,Chicago,2023-03-08,702,Direct
S-012535-01,BK-012535,1,DXB,KHI,Dubai,Karachi,2023-06-24,257,Connection
S-012535-02,BK-012535,2,KHI,DXB,Karachi,Dubai,2023-07-17,189,Direct
S-012536-01,BK-012536,1,VIE,BSR,Vienna,Basra,2021-03-20,364,Connection
S-012536-02,BK-012536,2,BSR,VIE,Basra,Vienna,2021-04-18,394,Direct
S-012537-01,BK-012537,1,KWI,HYD,Kuwait City,Hyderabad,2023-12-27,189,Connection
S-012537-02,BK-012537,2,HYD,KWI,Hyderabad,Kuwait City,2024-01-05,246,Direct
S-012538-01,BK-012538,1,KWI,SKT,Kuwait City,Sialkot,2018-04-06,218,Connection
S-012538-02,BK-012538,2,SKT,KWI,Sialkot,Kuwait City,2018-04-14,303,Connection
S-012539-01,BK-012539,1,KWI,BOM,Kuwait City,Mumbai,2025-01-31,272,Direct
S-012539-02,BK-012539,2,BOM,KWI,Mumbai,Kuwait City,2025-02-19,204,Direct
S-012540-01,BK-012540,1,RUH,CMB,Riyadh,Colombo,2019-01-06,308,Direct
S-012540-02,BK-012540,2,CMB,RUH,Colombo,Riyadh,2019-01-17,302,Direct
S-012541-01,BK-012541,1,AUH,DAC,Abu Dhabi,Dhaka,2018-06-11,183,Direct
S-012541-02,BK-012541,2,DAC,AUH,Dhaka,Abu Dhabi,2018-06-22,191,Direct
S-012542-01,BK-012542,1,KWI,MXP,Kuwait City,Milan,2017-04-25,308,Direct
S-012543-01,BK-012543,1,KWI,SKT,Kuwait City,Sialkot,2026-03-11,194,Connection
S-012543-02,BK-012543,2,SKT,KWI,Sialkot,Kuwait City,2026-03-27,197,Direct
S-012544-01,BK-012544,1,KWI,MCT,Kuwait City,Muscat,2023-03-07,124,Direct
S-012544-02,BK-012544,2,MCT,KWI,Muscat,Kuwait City,2023-03-14,68,Direct
S-012545-01,BK-012545,1,KWI,BAH,Kuwait City,Manama,2017-01-27,98,Direct
S-012546-01,BK-012546,1,KWI,BLR,Kuwait City,Bengaluru,2022-04-15,223,Direct
S-012546-02,BK-012546,2,BLR,ADL,Bengaluru,Adelaide,2022-04-24,255,Connection
S-012546-03,BK-012546,3,ADL,LHE,Adelaide,Lahore,2022-05-03,303,Connection
S-012547-01,BK-012547,1,KWI,KUL,Kuwait City,Kuala Lumpur,2025-06-06,386,Direct
S-012547-02,BK-012547,2,KUL,KWI,Kuala Lumpur,Kuwait City,2025-07-05,347,Connection
S-012548-01,BK-012548,1,NBO,MNL,Nairobi,Manila,2019-07-07,485,Direct
S-012548-02,BK-012548,2,MNL,NBO,Manila,Nairobi,2019-07-14,287,Direct
S-012549-01,BK-012549,1,SYD,MUX,Sydney,Multan,2017-02-18,291,Direct
S-012549-02,BK-012549,2,MUX,ORD,Multan,Chicago,2017-02-27,494,Direct
S-012550-01,BK-012550,1,KWI,SGN,Kuwait City,Ho Chi Minh,2019-10-14,431,Direct
S-012551-01,BK-012551,1,SGN,MEL,Ho Chi Minh,Melbourne,2016-02-01,321,Direct
S-012551-02,BK-012551,2,MEL,SGN,Melbourne,Ho Chi Minh,2016-02-07,389,Connection
S-012552-01,BK-012552,1,CCU,AMM,Kolkata,Amman,2019-03-24,433,Connection
S-012552-02,BK-012552,2,AMM,CCU,Amman,Kolkata,2019-04-07,357,Direct
S-012553-01,BK-012553,1,KWI,DEL,Kuwait City,New Delhi,2017-09-11,211,Connection
S-012553-02,BK-012553,2,DEL,ATH,New Delhi,Athens,2017-09-20,543,Direct
S-012553-03,BK-012553,3,ATH,NRT,Athens,Tokyo,2017-09-26,438,Connection
S-012554-01,BK-012554,1,KWI,ZRH,Kuwait City,Zurich,2023-01-29,378,Direct
S-012554-02,BK-012554,2,ZRH,KWI,Zurich,Kuwait City,2023-02-16,481,Connection
