payment_id,booking_id,payment_method,paid_usd,payment_date,payment_status
PM-012278,BK-012278,KNet,10901.32,2024-08-18,Partial
PM-012279,BK-012279,KNet,2453.73,2022-04-11,Paid
PM-012280,BK-012280,Online Transfer,5027.11,2016-07-18,Paid
PM-012281,BK-012281,Bank Transfer,380.68,2025-06-27,Partial
PM-012282,BK-012282,KNet,3076.86,2019-07-29,Refunded
PM-012283,BK-012283,KNet,531.92,2024-12-14,Paid
PM-012284,BK-012284,Payment Link,1209.65,2018-09-22,Paid
PM-012285,BK-012285,KNet,19696.34,2019-08-17,Partial
PM-012286,BK-012286,KNet,3674.64,2024-02-12,Paid
PM-012287,BK-012287,KNet,1553.62,2017-04-15,Partial
PM-012288,BK-012288,KNet,891.07,2023-04-21,Partial
PM-012289,BK-012289,KNet,3172.27,2017-11-04,Paid
PM-012290,BK-012290,Card,400.4,2023-08-23,Paid
PM-012291,BK-012291,Card,3855.48,2025-03-30,Paid
PM-012292,BK-012292,Card,5688.66,2023-03-23,Partial
PM-012293,BK-012293,Card,2421.13,2019-01-01,Partial
PM-012294,BK-012294,Payment Link,1954.23,2022-10-30,Partial
PM-012295,BK-012295,KNet,2063.49,2019-03-09,Paid
PM-012296,BK-012296,Online Transfer,430.56,2024-08-15,Paid
PM-012297,BK-012297,KNet,5727.47,2023-07-16,Partial
PM-012298,BK-012298,Payment Link,2044.66,2022-03-15,Paid
PM-012299,BK-012299,Cash,4243.97,2018-12-22,Refunded
PM-012300,BK-012300,Payment Link,4454.94,2023-10-07,Paid
PM-012301,BK-012301,KNet,535.67,2018-11-29,Refunded
PM-012302,BK-012302,KNet,1016.45,2025-05-12,Partial
PM-012303,BK-012303,Cash,7636.15,2025-05-02,Paid
PM-012304,BK-012304,Cash,11049.28,2023-04-10,Refunded
PM-012305,BK-012305,Card,1844.57,2018-05-05,Paid
PM-012306,BK-012306,Card,1044.38,2018-05-02,Paid
PM-012307,BK-012307,Card,2335.69,2024-01-11,Partial
PM-012308,BK-012308,KNet,3255.89,2024-11-08,Refunded
PM-012309,BK-012309,Bank Transfer,752.06,2022-06-07,Partial
PM-012310,BK-012310,Cash,1150.87,2023-10-25,Refunded
PM-012311,BK-012311,Cash,1132.98,2022-07-10,Refunded
PM-012312,BK-012312,Bank Transfer,635.66,2025-12-08,Refunded
PM-012313,BK-012313,Bank Transfer,1748.03,2024-03-12,Partial
PM-012314,BK-012314,Card,155.32,2025-08-23,Paid
PM-012315,BK-012315,Card,726.55,2018-06-01,Partial
PM-012316,BK-012316,Cash,537.2,2015-08-03,Partial
PM-012317,BK-012317,Bank Transfer,1950.38,2024-12-09,Partial
PM-012318,BK-012318,Cash,3127.26,2024-10-24,Partial
PM-012319,BK-012319,KNet,1142.54,2025-11-20,Paid
PM-012320,BK-012320,Cash,7854.32,2024-03-30,Paid
PM-012321,BK-012321,Payment Link,5350.99,2024-08-03,Partial
PM-012322,BK-012322,Card,835.94,2024-01-07,Paid
PM-012323,BK-012323,Online Transfer,0.0,2018-11-14,Unpaid
PM-012324,BK-012324,Bank Transfer,0.0,2018-04-18,Unpaid
PM-012325,BK-012325,Payment Link,816.21,2015-01-18,Partial
PM-012326,BK-012326,Bank Transfer,20962.32,2019-06-10,Refunded
PM-012327,BK-012327,Card,6278.78,2023-07-05,Paid
PM-012328,BK-012328,Cash,2383.55,2025-09-13,Refunded
PM-012329,BK-012329,Card,2880.46,2019-12-17,Paid
PM-012330,BK-012330,Payment Link,953.05,2019-09-19,Paid
PM-012331,BK-012331,Online Transfer,1278.72,2025-03-30,Paid
PM-012332,BK-012332,Card,7010.32,2016-11-08,Paid
PM-012333,BK-012333,Card,4443.81,2022-10-04,Partial
PM-012334,BK-012334,Payment Link,1536.96,2025-02-18,Partial
PM-012335,BK-012335,Card,663.33,2019-08-19,Refunded
PM-012336,BK-012336,KNet,17888.97,2017-07-23,Paid
PM-012337,BK-012337,KNet,459.87,2018-12-22,Partial
PM-012338,BK-012338,Bank Transfer,1149.25,2018-04-24,Paid
PM-012339,BK-012339,Payment Link,4515.65,2015-07-08,Paid
PM-012340,BK-012340,Payment Link,492.5,2022-01-26,Paid
PM-012341,BK-012341,KNet,1413.44,2016-05-15,Partial
PM-012342,BK-012342,Card,3209.66,2023-04-13,Partial
PM-012343,BK-012343,Card,6927.5,2017-12-16,Refunded
PM-012344,BK-012344,Bank Transfer,659.68,2024-08-19,Partial
PM-012345,BK-012345,Bank Transfer,2687.6,2021-09-22,Partial
PM-012346,BK-012346,Card,7257.42,2024-03-20,Refunded
PM-012347,BK-012347,Payment Link,772.31,2022-01-03,Partial
PM-012348,BK-012348,Card,7123.23,2020-03-23,Refunded
PM-012349,BK-012349,Payment Link,570.4,2015-01-10,Partial
PM-012350,BK-012350,Payment Link,279.46,2024-01-09,Refunded
PM-012351,BK-012351,KNet,1142.33,2024-05-17,Paid
PM-012352,BK-012352,KNet,2897.14,2020-09-04,Refunded
PM-012353,BK-012353,Cash,1142.35,2023-02-05,Paid
PM-012354,BK-012354,Online Transfer,1750.91,2018-10-19,Paid
PM-012355,BK-012355,Online Transfer,34822.52,2021-11-13,Paid
PM-012356,BK-012356,Online Transfer,691.06,2022-07-29,Refunded
PM-012357,BK-012357,Payment Link,895.54,2017-03-24,Paid
PM-012358,BK-012358,Payment Link,1855.9,2015-06-26,Partial
PM-012359,BK-012359,KNet,1396.7,2015-08-19,Refunded
PM-012360,BK-012360,Card,1703.18,2021-12-25,Refunded
PM-012361,BK-012361,KNet,3311.67,2017-04-29,Paid
PM-012362,BK-012362,Payment Link,405.93,2019-01-04,Partial
PM-012363,BK-012363,Payment Link,0.0,2020-12-31,Unpaid
PM-012364,BK-012364,KNet,729.99,2019-09-22,Paid
PM-012365,BK-012365,KNet,579.53,2015-09-23,Partial
PM-012366,BK-012366,KNet,9278.38,2024-06-17,Refunded
PM-012367,BK-012367,Payment Link,1792.99,2025-05-23,Partial
PM-012368,BK-012368,Card,1206.98,2023-11-05,Partial
PM-012369,BK-012369,Payment Link,7042.55,2015-11-19,Refunded
PM-012370,BK-012370,Online Transfer,1768.65,2025-09-13,Refunded
PM-012371,BK-012371,Payment Link,717.39,2019-10-11,Paid
PM-012372,BK-012372,Bank Transfer,3604.98,2023-01-24,Paid
PM-012373,BK-012373,Online Transfer,804.09,2015-03-07,Paid
PM-012374,BK-012374,Payment Link,385.01,2025-01-16,Paid
PM-012375,BK-012375,Payment Link,3867.28,2023-04-03,Paid
PM-012376,BK-012376,Online Transfer,1097.26,2024-12-26,Partial
PM-012377,BK-012377,Card,578.89,2023-07-13,Refunded
PM-012378,BK-012378,Cash,2667.22,2025-03-11,Refunded
PM-012379,BK-012379,Cash,1435.45,2017-02-23,Paid
PM-012380,BK-012380,KNet,452.12,2023-01-27,Partial
PM-012381,BK-012381,Payment Link,1461.09,2024-12-23,Partial
PM-012382,BK-012382,KNet,1456.17,2020-01-06,Partial
PM-012383,BK-012383,Online Transfer,1257.88,2025-04-29,Refunded
PM-012384,BK-012384,KNet,3754.93,2022-12-21,Paid
PM-012385,BK-012385,Payment Link,479.5,2021-05-31,Paid
PM-012386,BK-012386,Bank Transfer,2606.71,2023-10-21,Partial
PM-012387,BK-012387,Card,2339.4,2018-06-06,Paid
PM-012388,BK-012388,Online Transfer,1826.25,2017-07-28,Refunded
PM-012389,BK-012389,KNet,499.21,2019-01-07,Paid
PM-012390,BK-012390,Online Transfer,2565.49,2018-01-30,Paid
PM-012391,BK-012391,Cash,3486.5,2017-03-21,Paid
PM-012392,BK-012392,KNet,7582.57,2019-05-09,Paid
PM-012393,BK-012393,KNet,3640.75,2018-01-10,Partial
PM-012394,BK-012394,Card,1793.79,2017-11-05,Paid
PM-012395,BK-012395,Card,4940.47,2020-06-20,Refunded
PM-012396,BK-012396,Card,9431.55,2016-01-09,Refunded
PM-012397,BK-012397,Online Transfer,0.0,2021-04-28,Unpaid
PM-012398,BK-012398,Cash,929.73,2018-10-28,Paid
PM-012399,BK-012399,Card,1397.54,2025-04-05,Paid
PM-012400,BK-012400,Online Transfer,679.83,2025-04-24,Partial
PM-012401,BK-012401,Card,8902.05,2017-04-14,Paid
PM-012402,BK-012402,Card,1181.63,2021-05-28,Partial
PM-012403,BK-012403,Card,4218.62,2024-08-05,Paid
PM-012404,BK-012404,KNet,500.98,2023-12-18,Partial
PM-012405,BK-012405,Card,9106.24,2019-10-27,Partial
PM-012406,BK-012406,Cash,18567.54,2025-10-25,Refunded
PM-012407,BK-012407,Online Transfer,388.79,2024-08-11,Partial
PM-012408,BK-012408,Card,769.82,2019-05-23,Refunded
PM-012409,BK-012409,Payment Link,1606.75,2015-10-17,Partial
PM-012410,BK-012410,Payment Link,7042.67,2023-03-04,Partial
PM-012411,BK-012411,KNet,28012.76,2020-10-19,Refunded
PM-012412,BK-012412,KNet,427.6,2017-04-06,Paid
PM-012413,BK-012413,KNet,1268.01,2019-04-30,Refunded
PM-012414,BK-012414,KNet,518.91,2025-10-20,Refunded
PM-012415,BK-012415,Card,6047.19,2017-01-27,Paid
PM-012416,BK-012416,KNet,1642.39,2017-06-16,Paid
PM-012417,BK-012417,Online Transfer,2512.43,2024-12-03,Refunded
PM-012418,BK-012418,Cash,3668.65,2020-03-27,Refunded
PM-012419,BK-012419,Online Transfer,778.87,2024-12-08,Paid
PM-012420,BK-012420,KNet,1094.17,2019-09-07,Paid
PM-012421,BK-012421,Card,12395.37,2016-12-18,Paid
PM-012422,BK-012422,Card,967.99,2016-01-07,Paid
PM-012423,BK-012423,Card,6197.97,2024-04-23,Paid
PM-012424,BK-012424,Cash,465.61,2022-05-13,Partial
PM-012425,BK-012425,KNet,2855.6,2023-08-01,Refunded
PM-012426,BK-012426,KNet,1455.64,2019-02-03,Partial
PM-012427,BK-012427,KNet,737.21,2018-11-05,Paid
PM-012428,BK-012428,KNet,1982.63,2023-11-14,Paid
PM-012429,BK-012429,Card,4093.27,2023-03-14,Partial
PM-012430,BK-012430,KNet,915.64,2022-07-16,Paid
PM-012431,BK-012431,Online Transfer,7898.33,2023-02-14,Paid
PM-012432,BK-012432,Bank Transfer,838.47,2024-07-20,Paid
PM-012433,BK-012433,KNet,4212.78,2017-01-04,Paid
PM-012434,BK-012434,KNet,7599.4,2016-08-27,Paid
PM-012435,BK-012435,Payment Link,1024.08,2022-05-25,Partial
PM-012436,BK-012436,Online Transfer,527.85,2019-05-08,Paid
PM-012437,BK-012437,Payment Link,3715.71,2016-03-04,Refunded
PM-012438,BK-012438,Payment Link,1593.25,2021-09-08,Partial
PM-012439,BK-012439,Online Transfer,560.14,2015-08-26,Partial
PM-012440,BK-012440,KNet,4328.94,2025-12-23,Refunded
PM-012441,BK-012441,Online Transfer,1801.44,2025-07-09,Paid
PM-012442,BK-012442,KNet,646.93,2020-04-28,Refunded
PM-012443,BK-012443,KNet,446.99,2025-11-16,Refunded
PM-012444,BK-012444,Payment Link,1445.24,2019-11-30,Paid
PM-012445,BK-012445,Card,529.55,2017-09-27,Partial
PM-012446,BK-012446,Card,1812.02,2015-07-14,Paid
PM-012447,BK-012447,KNet,1251.83,2025-06-29,Paid
PM-012448,BK-012448,Card,1778.7,2017-03-25,Paid
PM-012449,BK-012449,Online Transfer,2394.13,2017-12-29,Paid
PM-012450,BK-012450,Bank Transfer,21705.73,2015-07-03,Paid
PM-012451,BK-012451,Online Transfer,1874.62,2023-10-03,Paid
PM-012452,BK-012452,Cash,453.04,2015-10-12,Paid
PM-012453,BK-012453,Online Transfer,402.01,2024-12-04,Partial
PM-012454,BK-012454,Cash,434.98,2019-01-29,Paid
PM-012455,BK-012455,Card,4631.46,2021-02-16,Paid
PM-012456,BK-012456,KNet,472.7,2019-02-05,Paid
PM-012457,BK-012457,KNet,0.0,2025-08-01,Unpaid
PM-012458,BK-012458,Online Transfer,1329.23,2022-10-22,Paid
PM-012459,BK-012459,Card,233.52,2015-01-27,Partial
PM-012460,BK-012460,KNet,504.67,2024-07-13,Partial
PM-012461,BK-012461,KNet,2757.44,2022-02-18,Paid
PM-012462,BK-012462,Card,1728.94,2023-11-29,Paid
PM-012463,BK-012463,Card,2829.72,2024-04-05,Partial
PM-012464,BK-012464,Bank Transfer,3704.76,2015-11-30,Partial
PM-012465,BK-012465,Cash,471.03,2015-08-23,Refunded
PM-012466,BK-012466,Bank Transfer,2726.72,2021-12-20,Paid
PM-012467,BK-012467,Payment Link,2528.88,2025-09-07,Paid
PM-012468,BK-012468,Card,2394.1,2019-04-03,Paid
PM-012469,BK-012469,Card,23660.56,2022-01-09,Paid
PM-012470,BK-012470,Card,1579.49,2021-07-06,Paid
PM-012471,BK-012471,Cash,371.16,2022-02-02,Partial
PM-012472,BK-012472,Card,4514.86,2024-06-09,Paid
PM-012473,BK-012473,KNet,1497.19,2017-03-08,Partial
PM-012474,BK-012474,KNet,2052.06,2016-07-26,Refunded
PM-012475,BK-012475,KNet,3195.22,2023-03-11,Paid
PM-012476,BK-012476,Card,562.52,2019-11-20,Paid
PM-012477,BK-012477,Payment Link,188.4,2016-01-03,Paid
PM-012478,BK-012478,Bank Transfer,623.31,2022-10-27,Partial
PM-012479,BK-012479,KNet,3206.21,2018-08-24,Paid
PM-012480,BK-012480,KNet,1182.0,2023-05-14,Paid
PM-012481,BK-012481,Payment Link,396.97,2018-03-18,Partial
PM-012482,BK-012482,Bank Transfer,5604.77,2023-06-30,Partial
PM-012483,BK-012483,KNet,2127.38,2023-09-16,Paid
PM-012484,BK-012484,Payment Link,3746.7,2025-08-02,Paid
PM-012485,BK-012485,Bank Transfer,1794.82,2018-12-31,Refunded
PM-012486,BK-012486,Online Transfer,565.6,2018-12-17,Partial
PM-012487,BK-012487,Card,720.69,2024-07-25,Partial
PM-012488,BK-012488,Card,2468.06,2017-03-17,Refunded
PM-012489,BK-012489,Payment Link,8711.78,2021-03-30,Refunded
PM-012490,BK-012490,Card,1513.1,2018-02-11,Partial
PM-012491,BK-012491,Card,4133.93,2018-05-23,Paid
PM-012492,BK-012492,Payment Link,5013.8,2019-05-07,Partial
PM-012493,BK-012493,Card,1601.6,2017-06-08,Paid
PM-012494,BK-012494,KNet,3713.63,2020-05-14,Paid
PM-012495,BK-012495,KNet,3592.36,2019-06-18,Paid
PM-012496,BK-012496,KNet,3872.26,2018-02-03,Paid
PM-012497,BK-012497,Card,2058.85,2015-12-10,Paid
PM-012498,BK-012498,Payment Link,2414.87,2025-01-01,Paid
PM-012499,BK-012499,Card,2039.6,2025-09-21,Paid
PM-012500,BK-012500,Cash,3243.01,2024-05-27,Paid
PM-012501,BK-012501,KNet,5663.15,2016-06-28,Paid
PM-012502,BK-012502,Bank Transfer,1158.22,2025-02-25,Partial
PM-012503,BK-012503,Payment Link,1349.09,2023-11-28,Partial
PM-012504,BK-012504,Payment Link,1229.77,2017-02-17,Partial
PM-012505,BK-012505,Card,972.31,2019-06-08,Refunded
PM-012506,BK-012506,KNet,909.9,2022-08-14,Partial
PM-012507,BK-012507,Payment Link,0.0,2019-01-18,Unpaid
PM-012508,BK-012508,Payment Link,10347.61,2016-08-12,Paid
PM-012509,BK-012509,Card,0.0,2019-08-13,Unpaid
PM-012510,BK-012510,Bank Transfer,613.5,2021-05-16,Refunded
PM-012511,BK-012511,KNet,5807.84,2025-11-11,Paid
PM-012512,BK-012512,Payment Link,2971.4,2020-07-09,Refunded
PM-012513,BK-012513,Online Transfer,14917.0,2018-01-05,Paid
PM-012514,BK-012514,Card,681.5,2016-08-12,Paid
PM-012515,BK-012515,Card,1225.8,2017-11-11,Refunded
PM-012516,BK-012516,Bank Transfer,1789.48,2016-12-26,Partial
PM-012517,BK-012517,Card,7206.56,2015-02-07,Paid
PM-012518,BK-012518,Online Transfer,1364.27,2024-02-18,Paid
PM-012519,BK-012519,KNet,1676.12,2018-07-07,Paid
PM-012520,BK-012520,KNet,617.62,2019-12-30,Partial
PM-012521,BK-012521,Bank Transfer,8709.24,2023-12-21,Partial
PM-012522,BK-012522,KNet,339.15,2021-09-29,Partial
PM-012523,BK-012523,Bank Transfer,3163.72,2015-03-16,Paid
PM-012524,BK-012524,Online Transfer,1323.09,2016-05-10,Partial
PM-012525,BK-012525,Card,1697.34,2017-07-21,Paid
PM-012526,BK-012526,KNet,4075.89,2022-05-07,Paid
PM-012527,BK-012527,KNet,12241.54,2019-02-14,Partial
PM-012528,BK-012528,Card,770.51,2024-10-19,Partial
PM-012529,BK-012529,Card,571.92,2023-01-02,Partial
PM-012530,BK-012530,Bank Transfer,2958.44,2015-10-23,Paid
PM-012531,BK-012531,Cash,2062.64,2025-02-15,Paid
PM-012532,BK-012532,Cash,2428.9,2019-06-26,Refunded
PM-012533,BK-012533,KNet,1954.38,2015-03-28,Partial
PM-012534,BK-012534,Cash,10726.14,2022-12-10,Partial
PM-012535,BK-012535,Payment Link,1698.66,2023-05-31,Refunded
PM-012536,BK-012536,KNet,0.0,2021-01-28,Unpaid
PM-012537,BK-012537,Online Transfer,614.52,2023-10-18,Refunded
PM-012538,BK-012538,Card,4983.21,2018-02-22,Paid
PM-012539,BK-012539,Card,709.97,2024-11-14,Paid
PM-012540,BK-012540,Cash,2809.99,2018-12-21,Partial
PM-012541,BK-012541,KNet,2727.1,2018-05-20,Paid
PM-012542,BK-012542,Cash,2067.75,2017-04-25,Partial
PM-012543,BK-012543,Cash,600.71,2025-12-30,Partial
PM-012544,BK-012544,Online Transfer,915.08,2023-02-09,Paid
PM-012545,BK-012545,Card,0.0,2017-01-15,Unpaid
PM-012546,BK-012546,Card,1218.81,2022-03-13,Paid
PM-012547,BK-012547,Card,2900.81,2025-05-25,Paid
PM-012548,BK-012548,KNet,2728.17,2019-06-24,Partial
PM-012549,BK-012549,KNet,2603.9,2017-01-17,Paid
PM-012550,BK-012550,KNet,593.94,2019-08-07,Refunded
PM-012551,BK-012551,KNet,2620.85,2015-12-27,Paid
PM-012552,BK-012552,Bank Transfer,2666.85,2019-03-02,Paid
PM-012553,BK-012553,Online Transfer,525.35,2017-08-03,Paid
PM-012554,BK-012554,Card,704.04,2023-01-24,Paid
PM-012555,BK-012555,Card,3467.73,2018-07-24,Paid
PM-012556,BK-012556,Bank Transfer,2252.83,2018-08-28,Partial
PM-012557,BK-012557,Card,1471.7,2025-10-08,Partial
PM-012558,BK-012558,KNet,3215.73,2019-03-04,Paid
PM-012559,BK-012559,Online Transfer,211.84,2022-12-24,Paid
PM-012560,BK-012560,Payment Link,1647.76,2019-08-15,Partial
PM-012561,BK-012561,Card,632.98,2025-04-16,Partial
PM-012562,BK-012562,Online Transfer,21343.8,2016-12-10,Refunded
PM-012563,BK-012563,Payment Link,1145.05,2024-06-19,Paid
PM-012564,BK-012564,Payment Link,2649.9,2025-02-26,Refunded
PM-012565,BK-012565,Card,4992.77,2025-07-29,Paid
PM-012566,BK-012566,Card,1067.88,2020-08-04,Paid
PM-012567,BK-012567,Card,2129.39,2018-02-22,Paid
PM-012568,BK-012568,Card,894.9,2022-02-25,Paid
PM-012569,BK-012569,Card,1225.17,2024-02-27,Partial
PM-012570,BK-012570,Bank Transfer,2625.71,2015-01-26,Partial
PM-012571,BK-012571,Online Transfer,721.11,2018-07-09,Paid
PM-012572,BK-012572,Bank Transfer,3138.21,2022-12-22,Paid
PM-012573,BK-012573,Card,1408.12,2023-03-25,Partial
PM-012574,BK-012574,Online Transfer,7151.17,2019-09-10,Paid
PM-012575,BK-012575,Bank Transfer,983.81,2016-01-03,Paid
PM-012576,BK-012576,KNet,1510.82,2022-05-20,Paid
PM-012577,BK-012577,KNet,704.55,2022-05-06,Paid
PM-012578,BK-012578,Online Transfer,2297.43,2019-02-28,Partial
PM-012579,BK-012579,KNet,3446.68,2023-07-18,Partial
PM-012580,BK-012580,KNet,1306.63,2017-03-23,Paid
PM-012581,BK-012581,Cash,2415.46,2024-06-23,Paid
PM-012582,BK-012582,Payment Link,1006.38,2025-12-05,Paid
PM-012583,BK-012583,Bank Transfer,0.0,2021-12-15,Unpaid
PM-012584,BK-012584,Card,917.37,2025-10-12,Paid
PM-012585,BK-012585,Online Transfer,2910.89,2018-11-27,Refunded
PM-012586,BK-012586,Payment Link,373.98,2025-12-18,Paid
PM-012587,BK-012587,KNet,369.09,2022-08-20,Refunded
PM-012588,BK-012588,Cash,2055.68,2019-07-20,Paid
PM-012589,BK-012589,Cash,6049.89,2017-12-08,Paid
PM-012590,BK-012590,Cash,0.0,2024-02-28,Unpaid
PM-012591,BK-012591,KNet,2325.17,2021-01-29,Paid
PM-012592,BK-012592,KNet,3176.12,2023-10-04,Paid
PM-012593,BK-012593,Cash,11437.24,2018-10-18,Paid
PM-012594,BK-012594,KNet,0.0,2025-04-13,Unpaid
PM-012595,BK-012595,Card,418.39,2024-01-23,Paid
PM-012596,BK-012596,Card,845.02,2019-02-23,Paid
PM-012597,BK-012597,Payment Link,945.59,2015-04-06,Paid
PM-012598,BK-012598,Cash,7007.09,2023-07-28,Refunded
PM-012599,BK-012599,Bank Transfer,1160.23,2016-11-02,Refunded
PM-012600,BK-012600,Online Transfer,2041.79,2024-03-29,Paid
PM-012601,BK-012601,Payment Link,2946.36,2018-07-12,Paid
PM-012602,BK-012602,Cash,3425.67,2025-01-11,Paid
PM-012603,BK-012603,Bank Transfer,2736.21,2024-05-19,Paid
PM-012604,BK-012604,KNet,3656.91,2016-12-03,Paid
PM-012605,BK-012605,Bank Transfer,3287.44,2020-01-04,Paid
PM-012606,BK-012606,Online Transfer,1384.04,2019-04-04,Partial
PM-012607,BK-012607,KNet,2017.26,2025-07-31,Paid
PM-012608,BK-012608,Card,1285.05,2025-03-01,Paid
PM-012609,BK-012609,Payment Link,571.37,2016-04-20,Partial
PM-012610,BK-012610,Card,4873.7,2018-12-11,Paid
PM-012611,BK-012611,Payment Link,6556.76,2019-02-18,Refunded
PM-012612,BK-012612,Bank Transfer,1558.07,2017-04-21,Paid
PM-012613,BK-012613,Bank Transfer,1787.56,2021-12-30,Partial
PM-012614,BK-012614,Payment Link,500.04,2023-08-13,Partial
PM-012615,BK-012615,Card,813.53,2024-03-27,Partial
PM-012616,BK-012616,Payment Link,15885.84,2022-03-09,Paid
PM-012617,BK-012617,Bank Transfer,2209.21,2021-09-07,Paid
PM-012618,BK-012618,KNet,2446.85,2023-03-01,Refunded
PM-012619,BK-012619,Online Transfer,837.48,2018-11-29,Paid
PM-012620,BK-012620,Card,559.71,2025-12-22,Partial
PM-012621,BK-012621,KNet,763.01,2025-07-12,Paid
PM-012622,BK-012622,KNet,931.14,2015-06-09,Paid
PM-012623,BK-012623,KNet,2547.55,2021-05-02,Refunded
PM-012624,BK-012624,Cash,4467.59,2022-03-16,Partial
PM-012625,BK-012625,Online Transfer,863.37,2017-03-07,Partial
PM-012626,BK-012626,Bank Transfer,2329.06,2025-09-27,Partial
PM-012627,BK-012627,Payment Link,703.19,2025-05-06,Partial
PM-012628,BK-012628,Bank Transfer,15125.03,2023-07-06,Paid
PM-012629,BK-012629,Payment Link,3068.05,2025-03-31,Paid
PM-012630,BK-012630,KNet,2561.91,2024-03-23,Paid
PM-012631,BK-012631,KNet,6824.82,2022-11-08,Refunded
PM-012632,BK-012632,Card,1053.62,2022-07-28,Paid
PM-012633,BK-012633,Card,618.29,2018-06-02,Refunded
PM-012634,BK-012634,Bank Transfer,991.5,2021-05-14,Paid
PM-012635,BK-012635,KNet,2094.18,2016-06-18,Refunded
PM-012636,BK-012636,KNet,99.77,2018-07-18,Partial
PM-012637,BK-012637,KNet,1429.68,2019-10-18,Partial
PM-012638,BK-012638,Card,1176.37,2023-09-02,Partial
PM-012639,BK-012639,KNet,2416.69,2023-03-22,Paid
PM-012640,BK-012640,Online Transfer,2415.59,2025-08-28,Paid
PM-012641,BK-012641,KNet,751.87,2015-05-18,Paid
PM-012642,BK-012642,Cash,1994.67,2017-08-12,Refunded
PM-012643,BK-012643,Cash,1120.0,2018-05-13,Refunded
PM-012644,BK-012644,KNet,3385.96,2024-03-02,Paid
PM-012645,BK-012645,Card,1791.01,2018-02-28,Paid
PM-012646,BK-012646,Card,521.15,2015-03-11,Paid
PM-012647,BK-012647,KNet,969.02,2024-04-20,Partial
PM-012648,BK-012648,KNet,426.73,2022-01-05,Partial
PM-012649,BK-012649,Payment Link,2927.36,2016-06-03,Partial
PM-012650,BK-012650,Payment Link,1813.14,2025-05-06,Paid
PM-012651,BK-012651,KNet,2455.41,2024-11-14,Partial
PM-012652,BK-012652,KNet,2762.51,2025-12-11,Paid
PM-012653,BK-012653,Card,4349.2,2018-08-09,Paid
PM-012654,BK-012654,Card,14091.23,2025-07-03,Partial
PM-012655,BK-012655,Payment Link,2423.83,2018-08-12,Paid
PM-012656,BK-012656,Payment Link,604.62,2024-04-01,Paid
PM-012657,BK-012657,Cash,507.6,2024-03-24,Partial
PM-012658,BK-012658,Bank Transfer,938.03,2021-03-04,Refunded
PM-012659,BK-012659,Card,619.78,2018-07-17,Paid
PM-012660,BK-012660,Card,3242.41,2022-07-25,Partial
PM-012661,BK-012661,Card,939.53,2023-07-09,Partial
PM-012662,BK-012662,Payment Link,1972.85,2021-12-26,Partial
PM-012663,BK-012663,Online Transfer,1824.65,2016-09-05,Refunded
PM-012664,BK-012664,Card,3110.17,2016-08-28,Paid
PM-012665,BK-012665,Bank Transfer,741.03,2016-12-22,Partial
PM-012666,BK-012666,Card,2716.95,2018-05-10,Refunded
PM-012667,BK-012667,Online Transfer,1238.01,2024-05-09,Partial
PM-012668,BK-012668,Online Transfer,682.74,2025-02-10,Paid
PM-012669,BK-012669,Card,3029.28,2025-09-18,Paid
PM-012670,BK-012670,Card,3000.96,2025-01-07,Paid
PM-012671,BK-012671,Payment Link,2129.63,2020-05-02,Paid
PM-012672,BK-012672,Card,1020.44,2016-09-05,Refunded
PM-012673,BK-012673,Card,3904.2,2023-07-24,Partial
PM-012674,BK-012674,KNet,2659.64,2018-12-26,Paid
PM-012675,BK-012675,Bank Transfer,2419.22,2018-03-23,Paid
PM-012676,BK-012676,Bank Transfer,1641.91,2022-09-04,Partial
PM-012677,BK-012677,Bank Transfer,2886.13,2023-08-12,Paid
PM-012678,BK-012678,Card,1053.83,2016-06-27,Partial
PM-012679,BK-012679,Payment Link,2136.86,2019-07-06,Paid
PM-012680,BK-012680,KNet,1977.79,2023-06-06,Refunded
PM-012681,BK-012681,Card,2282.31,2025-02-04,Partial
PM-012682,BK-012682,Card,2250.9,2019-01-02,Partial
PM-012683,BK-012683,Bank Transfer,12557.71,2025-06-19,Paid
PM-012684,BK-012684,Payment Link,981.4,2025-02-28,Partial
PM-012685,BK-012685,Card,3204.21,2022-02-01,Partial
PM-012686,BK-012686,Card,1716.76,2023-12-08,Partial
PM-012687,BK-012687,Card,6005.53,2022-04-25,Refunded
PM-012688,BK-012688,Payment Link,4270.76,2026-01-01,Partial
PM-012689,BK-012689,Card,762.93,2024-04-13,Refunded
PM-012690,BK-012690,KNet,6109.64,2020-11-07,Paid
PM-012691,BK-012691,Card,0.0,2024-02-18,Unpaid
PM-012692,BK-012692,Cash,1726.09,2025-05-15,Partial
PM-012693,BK-012693,Card,1410.87,2025-01-13,Paid
PM-012694,BK-012694,KNet,10169.83,2016-02-15,Paid
PM-012695,BK-012695,Card,729.6,2019-12-02,Partial
PM-012696,BK-012696,KNet,0.0,2023-04-19,Unpaid
PM-012697,BK-012697,Payment Link,8652.37,2021-08-23,Paid
PM-012698,BK-012698,KNet,4557.78,2023-03-20,Partial
PM-012699,BK-012699,Bank Transfer,2194.57,2017-12-30,Partial
PM-012700,BK-012700,KNet,440.53,2016-09-15,Paid
PM-012701,BK-012701,Card,1704.29,2021-12-14,Refunded
PM-012702,BK-012702,KNet,10902.87,2019-10-28,Partial
PM-012703,BK-012703,KNet,4013.54,2025-10-22,Paid
