passenger_id,booking_id,passenger_type,gender,age,nationality,loyalty_member
P-011776-01,BK-011776,ADT,M,58,Emirati,1
P-011776-02,BK-011776,ADT,F,27,Emirati,1
P-011776-03,BK-011776,CHD,F,11,Emirati,0
P-011776-04,BK-011776,CHD,M,9,Omani,0
P-011777-01,BK-011777,ADT,M,49,Kuwaiti,0
P-011777-02,BK-011777,CHD,M,2,Nepali,0
P-011777-03,BK-011777,CHD,M,6,Emirati,0
P-011778-01,BK-011778,ADT,M,66,Saudi,1
P-011778-02,BK-011778,ADT,M,52,Korean,0
P-011778-03,BK-011778,ADT,F,60,Omani,0
P-011778-04,BK-011778,ADT,F,29,Kuwaiti,1
P-011778-05,BK-011778,ADT,F,61,Japanese,0
P-011779-01,BK-011779,ADT,M,37,Kuwaiti,1
P-011780-01,BK-011780,ADT,M,71,German,1
P-011781-01,BK-011781,ADT,F,38,Emirati,0
P-011781-02,BK-011781,ADT,F,47,Qatari,0
P-011781-03,BK-011781,INF,F,0,Emirati,0
P-011781-04,BK-011781,INF,M,1,Omani,0
P-011782-01,BK-011782,ADT,M,43,Filipino,0
P-011782-02,BK-011782,ADT,M,21,Kuwaiti,1
P-011783-01,BK-011783,ADT,M,67,Kuwaiti,0
P-011783-02,BK-011783,ADT,F,63,Emirati,0
P-011783-03,BK-011783,ADT,M,43,German,0
P-011784-01,BK-011784,ADT,M,65,Kuwaiti,0
P-011784-02,BK-011784,ADT,M,24,Saudi,0
P-011785-01,BK-011785,ADT,F,27,Kuwaiti,1
P-011785-02,BK-011785,ADT,F,60,Saudi,0
P-011785-03,BK-011785,INF,F,0,Bahraini,0
P-011785-04,BK-011785,INF,F,0,Bahraini,0
P-011786-01,BK-011786,ADT,F,20,Bahraini,1
P-011786-02,BK-011786,ADT,M,22,Saudi,0
P-011786-03,BK-011786,CHD,F,2,Bahraini,0
P-011786-04,BK-011786,INF,F,0,Lebanese,0
P-011787-01,BK-011787,ADT,F,25,Omani,1
P-011787-02,BK-011787,ADT,M,27,Indian,1
P-011788-01,BK-011788,ADT,F,39,Nepali,1
P-011788-02,BK-011788,CHD,F,6,Saudi,0
P-011789-01,BK-011789,ADT,F,55,Nepali,0
P-011789-02,BK-011789,ADT,F,47,Kuwaiti,0
P-011789-03,BK-011789,ADT,M,22,Saudi,0
P-011789-04,BK-011789,ADT,F,22,Saudi,1
P-011790-01,BK-011790,ADT,M,38,Bahraini,0
P-011790-02,BK-011790,ADT,F,19,Italian,1
P-011790-03,BK-011790,ADT,F,53,Qatari,1
P-011790-04,BK-011790,INF,F,0,German,0
P-011791-01,BK-011791,ADT,M,72,Sri Lankan,0
P-011792-01,BK-011792,ADT,M,47,Kuwaiti,0
P-011792-02,BK-011792,ADT,F,57,Kuwaiti,0
P-011793-01,BK-011793,ADT,M,35,Emirati,0
P-011793-02,BK-011793,INF,M,1,Chinese,0
P-011794-01,BK-011794,ADT,F,31,Kuwaiti,0
P-011794-02,BK-011794,INF,M,0,Bahraini,0
P-011795-01,BK-011795,ADT,M,59,Bahraini,1
P-011795-02,BK-011795,CHD,F,4,Qatari,0
P-011795-03,BK-011795,INF,F,1,Bahraini,0
P-011796-01,BK-011796,ADT,F,68,Malaysian,0
P-011796-02,BK-011796,ADT,F,24,Qatari,1
P-011796-03,BK-011796,CHD,F,8,Bahraini,0
P-011797-01,BK-011797,ADT,M,33,Emirati,0
P-011797-02,BK-011797,ADT,F,26,Saudi,0
P-011797-03,BK-011797,INF,F,1,Bangladeshi,0
P-011798-01,BK-011798,ADT,M,66,Bangladeshi,1
P-011798-02,BK-011798,INF,F,0,Bahraini,0
P-011799-01,BK-011799,ADT,F,47,Omani,0
P-011800-01,BK-011800,ADT,M,60,Sri Lankan,0
P-011800-02,BK-011800,ADT,M,52,Saudi,0
P-011800-03,BK-011800,ADT,F,63,Qatari,1
P-011800-04,BK-011800,INF,F,1,Emirati,0
P-011801-01,BK-011801,ADT,F,49,Emirati,1
P-011802-01,BK-011802,ADT,F,26,Emirati,1
P-011802-02,BK-011802,INF,M,1,Omani,0
P-011803-01,BK-011803,ADT,F,65,Bahraini,0
P-011803-02,BK-011803,ADT,F,54,Saudi,0
P-011804-01,BK-011804,ADT,M,33,French,0
P-011805-01,BK-011805,ADT,M,44,Omani,0
P-011805-02,BK-011805,INF,M,1,Bangladeshi,0
P-011805-03,BK-011805,INF,M,0,Bahraini,0
P-011806-01,BK-011806,ADT,M,40,Spanish,0
P-011806-02,BK-011806,ADT,F,26,Italian,0
P-011806-03,BK-011806,CHD,F,4,British,0
P-011807-01,BK-011807,ADT,F,67,Omani,0
P-011807-02,BK-011807,ADT,M,19,Kuwaiti,1
P-011807-03,BK-011807,CHD,M,10,Emirati,0
P-011808-01,BK-011808,ADT,F,50,Emirati,1
P-011808-02,BK-011808,ADT,M,28,British,0
P-011809-01,BK-011809,ADT,F,31,Turkish,0
P-011810-01,BK-011810,ADT,M,50,Omani,1
P-011811-01,BK-011811,ADT,F,62,Jordanian,0
P-011812-01,BK-011812,ADT,M,69,Bahraini,1
P-011812-02,BK-011812,ADT,F,20,Saudi,0
P-011812-03,BK-011812,ADT,F,68,Omani,1
P-011812-04,BK-011812,ADT,F,51,Emirati,0
P-011812-05,BK-011812,ADT,F,28,Saudi,0
P-011813-01,BK-011813,ADT,F,22,Omani,1
P-011814-01,BK-011814,ADT,M,27,Kuwaiti,0
P-011814-02,BK-011814,ADT,M,57,Kuwaiti,0
P-011815-01,BK-011815,ADT,F,26,Sri Lankan,0
P-011815-02,BK-011815,ADT,M,50,Chinese,0
P-011815-03,BK-011815,ADT,F,44,Indian,0
P-011815-04,BK-011815,CHD,F,5,Korean,0
P-011816-01,BK-011816,ADT,M,26,Kuwaiti,1
P-011816-02,BK-011816,INF,M,1,Qatari,0
P-011817-01,BK-011817,ADT,F,48,Emirati,1
P-011818-01,BK-011818,ADT,F,66,Iraqi,1
P-011819-01,BK-011819,ADT,M,32,Turkish,0
P-011819-02,BK-011819,ADT,M,59,Saudi,0
P-011819-03,BK-011819,ADT,M,65,Kuwaiti,0
P-011819-04,BK-011819,ADT,M,62,Turkish,0
P-011820-01,BK-011820,ADT,M,65,Turkish,0
P-011821-01,BK-011821,ADT,M,39,Qatari,0
P-011822-01,BK-011822,ADT,F,48,Bahraini,0
P-011823-01,BK-011823,ADT,F,29,Kuwaiti,0
P-011823-02,BK-011823,INF,F,0,Bahraini,0
P-011824-01,BK-011824,ADT,M,72,Omani,0
P-011824-02,BK-011824,ADT,M,26,Omani,0
P-011824-03,BK-011824,ADT,M,48,Omani,0
P-011824-04,BK-011824,INF,F,0,Saudi,0
P-011825-01,BK-011825,ADT,F,52,British,1
P-011826-01,BK-011826,ADT,F,28,Emirati,0
P-011826-02,BK-011826,INF,M,1,Italian,0
P-011826-03,BK-011826,INF,M,1,Qatari,0
P-011827-01,BK-011827,ADT,M,24,Bahraini,0
P-011828-01,BK-011828,ADT,F,68,Bahraini,0
P-011828-02,BK-011828,ADT,M,30,Bangladeshi,1
P-011828-03,BK-011828,ADT,M,30,Pakistani,0
P-011829-01,BK-011829,ADT,F,57,Pakistani,1
P-011829-02,BK-011829,CHD,M,6,Kuwaiti,0
P-011830-01,BK-011830,ADT,M,26,Omani,1
P-011831-01,BK-011831,ADT,M,49,Egyptian,0
P-011831-02,BK-011831,ADT,F,48,Syrian,0
P-011832-01,BK-011832,ADT,M,55,Syrian,1
P-011832-02,BK-011832,ADT,M,44,Qatari,0
P-011832-03,BK-011832,ADT,M,22,Jordanian,1
P-011833-01,BK-011833,ADT,M,44,Qatari,1
P-011833-02,BK-011833,CHD,F,3,Qatari,0
P-011834-01,BK-011834,ADT,F,24,Qatari,0
P-011834-02,BK-011834,CHD,F,11,British,0
P-011834-03,BK-011834,CHD,F,8,Italian,0
P-011835-01,BK-011835,ADT,M,48,Omani,1
P-011836-01,BK-011836,ADT,M,53,Saudi,0
P-011836-02,BK-011836,ADT,F,66,Bangladeshi,0
P-011836-03,BK-011836,ADT,M,23,Sri Lankan,0
P-011836-04,BK-011836,INF,F,1,Pakistani,0
P-011837-01,BK-011837,ADT,F,19,Kenyan,0
P-011838-01,BK-011838,ADT,F,22,Qatari,0
P-011838-02,BK-011838,ADT,F,19,Spanish,0
P-011838-03,BK-011838,ADT,M,61,French,1
P-011839-01,BK-011839,ADT,F,19,Bahraini,0
P-011839-02,BK-011839,ADT,F,71,French,0
P-011840-01,BK-011840,ADT,M,41,Qatari,0
P-011841-01,BK-011841,ADT,M,29,Saudi,0
P-011841-02,BK-011841,ADT,F,38,Qatari,0
P-011841-03,BK-011841,ADT,F,66,Bahraini,0
P-011842-01,BK-011842,ADT,M,37,French,0
P-011843-01,BK-011843,ADT,M,34,Egyptian,0
P-011844-01,BK-011844,ADT,M,43,Saudi,0
P-011844-02,BK-011844,CHD,F,10,Qatari,0
P-011844-03,BK-011844,CHD,F,8,British,0
P-011845-01,BK-011845,ADT,F,38,Omani,0
P-011845-02,BK-011845,ADT,F,48,Emirati,0
P-011845-03,BK-011845,INF,F,1,Saudi,0
P-011845-04,BK-011845,INF,M,1,Kuwaiti,0
P-011846-01,BK-011846,ADT,F,51,Saudi,0
P-011846-02,BK-011846,CHD,M,8,Omani,0
P-011847-01,BK-011847,ADT,F,55,Omani,1
P-011847-02,BK-011847,INF,F,0,Qatari,0
P-011848-01,BK-011848,ADT,M,27,Japanese,0
P-011848-02,BK-011848,ADT,M,65,Emirati,0
P-011848-03,BK-011848,INF,M,1,Kuwaiti,0
P-011849-01,BK-011849,ADT,F,48,Bahraini,0
P-011850-01,BK-011850,ADT,F,38,French,0
P-011851-01,BK-011851,ADT,F,56,Iraqi,0
P-011851-02,BK-011851,INF,F,1,Egyptian,0
P-011852-01,BK-011852,ADT,F,26,Syrian,0
P-011853-01,BK-011853,ADT,M,51,South African,0
P-011853-02,BK-011853,CHD,F,6,British,0
P-011854-01,BK-011854,ADT,F,43,Bahraini,0
P-011854-02,BK-011854,ADT,F,34,Sri Lankan,1
P-011854-03,BK-011854,ADT,M,25,Kuwaiti,1
P-011854-04,BK-011854,INF,F,1,Bangladeshi,0
P-011855-01,BK-011855,ADT,F,41,Pakistani,0
P-011855-02,BK-011855,ADT,M,66,Bahraini,1
P-011855-03,BK-011855,ADT,M,29,Saudi,0
P-011855-04,BK-011855,ADT,F,68,Emirati,0
P-011855-05,BK-011855,CHD,F,7,Saudi,0
P-011856-01,BK-011856,ADT,F,51,Omani,0
P-011856-02,BK-011856,ADT,F,56,Bahraini,1
P-011857-01,BK-011857,ADT,M,31,Australian,1
P-011857-02,BK-011857,CHD,F,6,New Zealander,0
P-011858-01,BK-011858,ADT,F,58,Omani,1
P-011858-02,BK-011858,CHD,F,5,Bahraini,0
P-011858-03,BK-011858,CHD,F,8,Saudi,0
P-011859-01,BK-011859,ADT,F,56,Bahraini,0
P-011859-02,BK-011859,ADT,F,30,Qatari,0
P-011860-01,BK-011860,ADT,F,46,Spanish,0
P-011860-02,BK-011860,ADT,M,19,Emirati,1
P-011860-03,BK-011860,ADT,M,25,Kuwaiti,0
P-011860-04,BK-011860,INF,F,0,Saudi,0
P-011861-01,BK-011861,ADT,M,26,New Zealander,1
P-011861-02,BK-011861,ADT,F,25,South African,0
P-011861-03,BK-011861,ADT,F,19,South African,1
P-011861-04,BK-011861,CHD,M,3,Nigerian,0
P-011862-01,BK-011862,ADT,M,53,Emirati,1
P-011862-02,BK-011862,ADT,M,33,Omani,0
P-011862-03,BK-011862,ADT,F,71,Qatari,1
P-011863-01,BK-011863,ADT,M,54,Saudi,0
P-011863-02,BK-011863,ADT,F,23,Sri Lankan,1
P-011863-03,BK-011863,ADT,M,48,Qatari,1
P-011863-04,BK-011863,ADT,M,49,Sri Lankan,1
P-011863-05,BK-011863,ADT,M,68,Emirati,0
P-011864-01,BK-011864,ADT,F,35,Emirati,0
P-011864-02,BK-011864,ADT,F,56,Omani,0
P-011865-01,BK-011865,ADT,M,54,Indian,0
P-011865-02,BK-011865,INF,M,0,Spanish,0
P-011866-01,BK-011866,ADT,F,30,Emirati,0
P-011867-01,BK-011867,ADT,M,69,Kuwaiti,0
P-011867-02,BK-011867,ADT,F,38,Bahraini,0
P-011868-01,BK-011868,ADT,M,50,Kuwaiti,1
P-011868-02,BK-011868,ADT,F,56,Indonesian,1
P-011868-03,BK-011868,INF,M,0,Qatari,0
P-011868-04,BK-011868,INF,M,1,Kuwaiti,0
P-011869-01,BK-011869,ADT,F,72,Saudi,1
P-011869-02,BK-011869,CHD,F,6,Saudi,0
P-011870-01,BK-011870,ADT,F,52,Filipino,0
P-011870-02,BK-011870,CHD,M,10,Qatari,0
P-011871-01,BK-011871,ADT,F,37,Lebanese,0
P-011872-01,BK-011872,ADT,M,72,Omani,0
P-011872-02,BK-011872,ADT,F,46,Emirati,1
P-011872-03,BK-011872,ADT,M,58,Omani,0
P-011872-04,BK-011872,ADT,M,23,Qatari,0
P-011872-05,BK-011872,ADT,F,45,Korean,1
P-011872-06,BK-011872,INF,M,0,Saudi,0
P-011873-01,BK-011873,ADT,M,56,Emirati,0
P-011873-02,BK-011873,ADT,F,69,Qatari,0
P-011873-03,BK-011873,ADT,F,26,Qatari,1
P-011873-04,BK-011873,INF,M,0,Italian,0
P-011874-01,BK-011874,ADT,F,22,Bangladeshi,1
P-011874-02,BK-011874,ADT,M,45,German,0
P-011874-03,BK-011874,CHD,F,10,Bangladeshi,0
P-011875-01,BK-011875,ADT,M,56,British,0
P-011875-02,BK-011875,ADT,M,50,German,0
P-011876-01,BK-011876,ADT,M,32,German,0
P-011877-01,BK-011877,ADT,M,54,Spanish,0
P-011878-01,BK-011878,ADT,M,65,Canadian,0
P-011878-02,BK-011878,ADT,M,44,Chinese,1
P-011879-01,BK-011879,ADT,F,29,Emirati,1
P-011879-02,BK-011879,ADT,M,64,Indian,0
P-011880-01,BK-011880,ADT,F,41,Egyptian,0
P-011880-02,BK-011880,ADT,M,30,Emirati,0
P-011880-03,BK-011880,CHD,M,7,Lebanese,0
P-011881-01,BK-011881,ADT,M,57,Bangladeshi,0
P-011882-01,BK-011882,ADT,F,40,Kuwaiti,1
P-011882-02,BK-011882,ADT,M,32,Kuwaiti,0
P-011882-03,BK-011882,ADT,F,30,Japanese,0
P-011882-04,BK-011882,ADT,F,26,Bahraini,1
P-011882-05,BK-011882,ADT,M,21,Emirati,1
P-011882-06,BK-011882,ADT,F,54,Korean,0
P-011883-01,BK-011883,ADT,M,69,Sri Lankan,0
P-011883-02,BK-011883,ADT,M,30,Bangladeshi,0
P-011883-03,BK-011883,CHD,M,2,Saudi,0
P-011884-01,BK-011884,ADT,F,18,Filipino,0
P-011885-01,BK-011885,ADT,F,54,Nepali,1
P-011885-02,BK-011885,ADT,F,42,Kuwaiti,1
P-011885-03,BK-011885,CHD,F,8,Bangladeshi,0
P-011885-04,BK-011885,CHD,F,4,Qatari,0
P-011886-01,BK-011886,ADT,F,40,Lebanese,1
P-011886-02,BK-011886,ADT,F,56,Lebanese,0
P-011886-03,BK-011886,ADT,F,51,Syrian,0
P-011887-01,BK-011887,ADT,M,65,Omani,0
P-011887-02,BK-011887,ADT,M,52,Pakistani,0
P-011887-03,BK-011887,ADT,M,61,Emirati,0
P-011887-04,BK-011887,ADT,F,66,Omani,0
P-011887-05,BK-011887,CHD,M,11,Sri Lankan,0
P-011888-01,BK-011888,ADT,M,26,Syrian,1
P-011888-02,BK-011888,CHD,M,6,Lebanese,0
P-011888-03,BK-011888,CHD,M,7,Emirati,0
P-011889-01,BK-011889,ADT,F,29,Saudi,0
P-011889-02,BK-011889,ADT,F,70,Saudi,0
P-011889-03,BK-011889,ADT,M,56,Pakistani,0
P-011889-04,BK-011889,INF,M,1,Emirati,0
P-011889-05,BK-011889,INF,M,1,Sri Lankan,0
P-011890-01,BK-011890,ADT,M,24,Korean,0
P-011890-02,BK-011890,ADT,M,69,Korean,0
P-011891-01,BK-011891,ADT,M,44,Saudi,0
P-011891-02,BK-011891,ADT,F,30,Kuwaiti,0
P-011892-01,BK-011892,ADT,M,24,Bahraini,0
P-011892-02,BK-011892,ADT,F,55,Bahraini,1
P-011892-03,BK-011892,ADT,M,20,Bahraini,0
P-011893-01,BK-011893,ADT,F,60,Bahraini,0
P-011894-01,BK-011894,ADT,M,36,Brazilian,1
P-011894-02,BK-011894,INF,M,0,Kuwaiti,0
P-011895-01,BK-011895,ADT,M,64,Sri Lankan,0
P-011895-02,BK-011895,CHD,M,3,Nepali,0
P-011896-01,BK-011896,ADT,F,62,Emirati,0
P-011896-02,BK-011896,ADT,F,36,Qatari,1
P-011896-03,BK-011896,CHD,F,9,Bahraini,0
P-011896-04,BK-011896,CHD,M,11,Kuwaiti,0
P-011897-01,BK-011897,ADT,F,28,Bahraini,1
P-011897-02,BK-011897,ADT,M,56,Emirati,1
P-011897-03,BK-011897,INF,F,0,Saudi,0
P-011897-04,BK-011897,INF,F,1,Bahraini,0
P-011898-01,BK-011898,ADT,M,49,Bahraini,0
P-011898-02,BK-011898,ADT,M,65,Emirati,0
P-011898-03,BK-011898,ADT,M,69,Spanish,0
P-011899-01,BK-011899,ADT,M,25,Kuwaiti,1
P-011899-02,BK-011899,ADT,F,32,Kuwaiti,0
P-011899-03,BK-011899,ADT,F,42,Kuwaiti,0
P-011899-04,BK-011899,ADT,M,46,Emirati,1
P-011899-05,BK-011899,ADT,F,55,Qatari,1
P-011900-01,BK-011900,ADT,F,58,Emirati,0
P-011900-02,BK-011900,ADT,F,43,Kuwaiti,0
P-011901-01,BK-011901,ADT,M,19,Qatari,1
P-011901-02,BK-011901,ADT,M,54,Emirati,1
P-011901-03,BK-011901,ADT,M,69,Bahraini,0
P-011901-04,BK-011901,ADT,M,30,Bahraini,0
P-011901-05,BK-011901,ADT,M,20,Emirati,1
P-011901-06,BK-011901,INF,M,1,Kuwaiti,0
P-011902-01,BK-011902,ADT,M,61,Bangladeshi,0
P-011903-01,BK-011903,ADT,F,35,Kuwaiti,1
P-011903-02,BK-011903,ADT,M,57,Bahraini,1
P-011903-03,BK-011903,ADT,M,19,Bangladeshi,1
P-011904-01,BK-011904,ADT,F,43,Omani,0
P-011904-02,BK-011904,ADT,F,34,Bahraini,0
P-011904-03,BK-011904,ADT,F,26,Jordanian,0
P-011905-01,BK-011905,ADT,F,55,Emirati,0
P-011906-01,BK-011906,ADT,F,62,Bangladeshi,0
P-011907-01,BK-011907,ADT,F,42,Chinese,1
P-011908-01,BK-011908,ADT,F,45,Emirati,0
P-011908-02,BK-011908,ADT,M,53,Emirati,1
P-011909-01,BK-011909,ADT,M,53,Kuwaiti,0
P-011909-02,BK-011909,ADT,M,60,Kuwaiti,1
P-011909-03,BK-011909,ADT,F,19,Bangladeshi,1
P-011909-04,BK-011909,CHD,F,5,Bahraini,0
P-011909-05,BK-011909,INF,F,0,Saudi,0
P-011910-01,BK-011910,ADT,F,49,Omani,1
P-011910-02,BK-011910,ADT,F,52,Lebanese,0
P-011911-01,BK-011911,ADT,M,24,Emirati,0
P-011911-02,BK-011911,ADT,M,44,Omani,0
P-011911-03,BK-011911,ADT,F,51,Saudi,0
P-011911-04,BK-011911,ADT,F,27,Pakistani,1
P-011911-05,BK-011911,ADT,F,31,Qatari,0
P-011912-01,BK-011912,ADT,F,67,New Zealander,1
P-011912-02,BK-011912,ADT,M,37,New Zealander,0
P-011912-03,BK-011912,ADT,F,25,Turkish,1
P-011913-01,BK-011913,ADT,F,58,Turkish,1
P-011913-02,BK-011913,ADT,M,61,Sri Lankan,0
P-011914-01,BK-011914,ADT,M,69,Australian,1
P-011914-02,BK-011914,ADT,M,71,New Zealander,1
P-011914-03,BK-011914,ADT,F,54,Australian,0
P-011915-01,BK-011915,ADT,F,61,Kuwaiti,0
P-011915-02,BK-011915,ADT,F,39,Qatari,0
P-011915-03,BK-011915,ADT,F,51,Italian,0
P-011915-04,BK-011915,CHD,M,7,Qatari,0
P-011915-05,BK-011915,CHD,F,10,Qatari,0
P-011916-01,BK-011916,ADT,F,63,Emirati,0
P-011916-02,BK-011916,ADT,M,34,Kuwaiti,0
P-011916-03,BK-011916,ADT,M,26,Omani,1
P-011916-04,BK-011916,INF,M,0,Qatari,0
P-011916-05,BK-011916,INF,F,0,Saudi,0
P-011917-01,BK-011917,ADT,F,40,Kuwaiti,0
P-011917-02,BK-011917,ADT,M,60,Kuwaiti,0
P-011917-03,BK-011917,ADT,M,65,Emirati,1
P-011917-04,BK-011917,INF,M,1,Pakistani,0
P-011917-05,BK-011917,INF,F,0,Saudi,0
P-011918-01,BK-011918,ADT,F,23,Qatari,0
P-011918-02,BK-011918,ADT,F,33,Bahraini,0
P-011918-03,BK-011918,ADT,M,63,Omani,1
P-011918-04,BK-011918,CHD,M,11,Bahraini,0
P-011919-01,BK-011919,ADT,M,68,Omani,0
P-011919-02,BK-011919,INF,M,0,Omani,0
P-011920-01,BK-011920,ADT,F,66,Saudi,1
P-011920-02,BK-011920,CHD,F,5,Omani,0
P-011920-03,BK-011920,INF,M,1,Italian,0
P-011921-01,BK-011921,ADT,F,27,Qatari,1
P-011922-01,BK-011922,ADT,M,45,Omani,0
P-011922-02,BK-011922,ADT,F,19,Indian,0
P-011922-03,BK-011922,ADT,M,59,Pakistani,0
P-011923-01,BK-011923,ADT,M,58,Brazilian,0
P-011923-02,BK-011923,CHD,F,10,Kuwaiti,0
P-011924-01,BK-011924,ADT,M,39,Qatari,1
P-011924-02,BK-011924,ADT,F,18,Saudi,0
P-011924-03,BK-011924,ADT,M,67,Qatari,0
P-011924-04,BK-011924,ADT,M,31,Emirati,0
P-011924-05,BK-011924,ADT,F,60,Kuwaiti,1
P-011924-06,BK-011924,INF,F,1,Qatari,0
P-011925-01,BK-011925,ADT,F,65,British,1
P-011925-02,BK-011925,INF,M,1,French,0
P-011926-01,BK-011926,ADT,M,33,Canadian,0
P-011926-02,BK-011926,INF,F,1,Nigerian,0
P-011927-01,BK-011927,ADT,F,24,Emirati,1
P-011927-02,BK-011927,CHD,F,4,Omani,0
P-011928-01,BK-011928,ADT,F,33,Emirati,0
P-011928-02,BK-011928,ADT,F,50,Saudi,0
P-011929-01,BK-011929,ADT,M,47,Saudi,0
P-011930-01,BK-011930,ADT,F,44,British,1
P-011930-02,BK-011930,INF,F,1,Turkish,0
P-011930-03,BK-011930,INF,F,0,British,0
P-011931-01,BK-011931,ADT,F,25,Qatari,0
P-011931-02,BK-011931,CHD,F,6,Saudi,0
P-011932-01,BK-011932,ADT,F,29,Emirati,0
P-011933-01,BK-011933,ADT,M,69,Emirati,0
P-011933-02,BK-011933,CHD,F,9,Egyptian,0
P-011934-01,BK-011934,ADT,M,51,New Zealander,1
P-011934-02,BK-011934,ADT,F,28,New Zealander,0
P-011934-03,BK-011934,ADT,F,48,Australian,1
P-011934-04,BK-011934,ADT,F,44,Australian,1
P-011935-01,BK-011935,ADT,M,61,Saudi,1
P-011935-02,BK-011935,INF,F,1,Emirati,0
P-011936-01,BK-011936,ADT,F,49,Emirati,0
P-011936-02,BK-011936,ADT,M,37,Emirati,0
P-011936-03,BK-011936,ADT,F,55,Qatari,0
P-011937-01,BK-011937,ADT,M,65,Saudi,0
P-011938-01,BK-011938,ADT,M,71,Indian,0
P-011938-02,BK-011938,ADT,F,52,Pakistani,0
P-011938-03,BK-011938,ADT,F,60,Saudi,0
P-011938-04,BK-011938,CHD,F,10,Bahraini,0
P-011938-05,BK-011938,INF,F,1,Omani,0
P-011939-01,BK-011939,ADT,F,44,British,1
P-011939-02,BK-011939,INF,F,1,Jordanian,0
P-011940-01,BK-011940,ADT,M,69,Bangladeshi,0
P-011941-01,BK-011941,ADT,M,69,Lebanese,0
P-011941-02,BK-011941,CHD,F,10,Egyptian,0
P-011941-03,BK-011941,CHD,F,10,Jordanian,0
P-011942-01,BK-011942,ADT,F,18,Kuwaiti,0
P-011942-02,BK-011942,ADT,M,20,Syrian,1
P-011942-03,BK-011942,CHD,M,11,Qatari,0
P-011943-01,BK-011943,ADT,M,29,Saudi,1
P-011943-02,BK-011943,ADT,F,18,Pakistani,0
P-011944-01,BK-011944,ADT,M,20,Indonesian,1
P-011944-02,BK-011944,ADT,F,21,Kuwaiti,1
P-011944-03,BK-011944,ADT,M,38,Thai,1
P-011944-04,BK-011944,ADT,M,69,Indonesian,0
P-011944-05,BK-011944,CHD,M,3,Kuwaiti,0
P-011944-06,BK-011944,INF,M,1,Saudi,0
P-011945-01,BK-011945,ADT,M,41,Qatari,1
P-011945-02,BK-011945,ADT,F,45,Emirati,0
P-011945-03,BK-011945,ADT,F,51,Pakistani,0
P-011946-01,BK-011946,ADT,M,41,German,1
P-011946-02,BK-011946,ADT,M,21,Malaysian,0
P-011946-03,BK-011946,ADT,F,66,Spanish,1
P-011947-01,BK-011947,ADT,M,49,Bangladeshi,0
P-011947-02,BK-011947,ADT,M,56,Sri Lankan,0
P-011947-03,BK-011947,CHD,F,4,Bangladeshi,0
P-011948-01,BK-011948,ADT,M,37,Emirati,0
P-011948-02,BK-011948,CHD,F,8,Bahraini,0
P-011948-03,BK-011948,INF,F,0,Brazilian,0
P-011949-01,BK-011949,ADT,F,44,Bahraini,1
P-011949-02,BK-011949,ADT,F,20,Bahraini,1
P-011950-01,BK-011950,ADT,M,55,Qatari,0
P-011950-02,BK-011950,ADT,M,49,Emirati,0
P-011950-03,BK-011950,CHD,F,2,Emirati,0
P-011950-04,BK-011950,INF,M,1,Saudi,0
P-011951-01,BK-011951,ADT,M,52,Bahraini,0
P-011951-02,BK-011951,ADT,F,72,French,1
P-011951-03,BK-011951,ADT,M,20,Qatari,0
P-011951-04,BK-011951,INF,F,0,Emirati,0
P-011952-01,BK-011952,ADT,F,33,Kuwaiti,1
P-011953-01,BK-011953,ADT,M,21,Pakistani,0
P-011954-01,BK-011954,ADT,F,45,Saudi,1
P-011954-02,BK-011954,ADT,M,49,Saudi,0
P-011954-03,BK-011954,ADT,M,46,Emirati,0
P-011955-01,BK-011955,ADT,M,26,Omani,0
P-011955-02,BK-011955,ADT,M,26,Bahraini,1
P-011955-03,BK-011955,ADT,M,69,Nepali,0
P-011955-04,BK-011955,INF,F,0,Saudi,0
P-011956-01,BK-011956,ADT,F,33,Omani,0
P-011956-02,BK-011956,INF,F,1,Omani,0
P-011957-01,BK-011957,ADT,F,45,Bahraini,1
P-011957-02,BK-011957,ADT,F,27,Lebanese,1
P-011957-03,BK-011957,ADT,M,59,Egyptian,1
P-011957-04,BK-011957,INF,F,1,Kuwaiti,0
P-011958-01,BK-011958,ADT,M,49,Sri Lankan,1
P-011959-01,BK-011959,ADT,M,42,Pakistani,0
P-011959-02,BK-011959,ADT,F,55,Qatari,1
P-011959-03,BK-011959,INF,F,0,Emirati,0
P-011959-04,BK-011959,INF,F,0,Omani,0
P-011960-01,BK-011960,ADT,F,36,Sri Lankan,1
P-011961-01,BK-011961,ADT,F,55,Bangladeshi,1
P-011961-02,BK-011961,ADT,F,43,Qatari,0
P-011962-01,BK-011962,ADT,F,38,Korean,1
P-011962-02,BK-011962,CHD,F,5,Bahraini,0
P-011962-03,BK-011962,CHD,M,7,Emirati,0
P-011963-01,BK-011963,ADT,M,46,Qatari,1
P-011963-02,BK-011963,ADT,F,68,Bahraini,0
P-011964-01,BK-011964,ADT,M,68,Qatari,1
P-011964-02,BK-011964,ADT,M,57,Bahraini,1
P-011964-03,BK-011964,ADT,F,26,Kuwaiti,0
P-011964-04,BK-011964,CHD,F,2,Omani,0
P-011965-01,BK-011965,ADT,F,50,Kuwaiti,0
P-011965-02,BK-011965,CHD,F,11,Emirati,0
P-011966-01,BK-011966,ADT,F,44,South African,0
P-011967-01,BK-011967,ADT,M,31,British,0
P-011967-02,BK-011967,INF,F,0,Italian,0
